user_id,signup_date,country,state,device,age,gender,acquisition_channel,is_registered
2423,2023-01-10,India,Uttar Pradesh,Mobile,46,Female,Referral,1
2424,2023-03-30,India,Uttar Pradesh,Mobile,58,Male,Referral,1
2425,2023-05-10,India,Maharashtra,Mobile,58,Female,Referral,1
2426,2023-05-06,India,Delhi,Desktop,49,Male,Organic,1
2427,2023-01-11,India,Telangana,Desktop,19,Male,Facebook Ads,1
2428,2023-06-27,India,Telangana,Desktop,53,Male,Facebook Ads,1
2429,2023-06-08,India,Tamil Nadu,Mobile,34,Female,Facebook Ads,1
2430,2023-02-25,India,Karnataka,Desktop,19,Female,Organic,1
2431,2023-03-24,India,Rajasthan,Mobile,21,Male,Referral,1
2432,2023-05-17,India,Delhi,Mobile,51,Male,Google Ads,1
2433,2023-04-09,India,Telangana,Mobile,18,Male,Referral,1
2434,2023-05-29,India,Maharashtra,Mobile,40,Female,Google Ads,1
2435,2023-03-14,India,Tamil Nadu,Mobile,23,Female,Google Ads,1
2436,2023-06-05,India,Odisha,Mobile,33,Male,Google Ads,1
2437,2023-04-25,India,Tamil Nadu,Desktop,19,Female,Google Ads,1
2438,2023-01-07,India,Telangana,Mobile,29,Female,Referral,1
2439,2023-03-21,India,Odisha,Mobile,44,Male,Google Ads,1
2440,2023-05-24,India,Gujarat,Desktop,36,Male,Google Ads,1
2441,2023-04-07,India,West Bengal,Mobile,45,Female,Referral,1
2442,2023-01-04,India,Tamil Nadu,Mobile,52,Male,Referral,1
2443,2023-01-04,India,Maharashtra,Mobile,21,Male,Organic,1
2444,2023-04-13,India,Maharashtra,Mobile,24,Female,Facebook Ads,1
2445,2023-02-09,India,Rajasthan,Mobile,54,Male,Facebook Ads,1
2446,2023-01-17,India,Karnataka,Mobile,42,Male,Facebook Ads,1
2447,2023-04-11,India,Tamil Nadu,Desktop,58,Female,Facebook Ads,1
2448,2023-04-13,India,Telangana,Mobile,34,Male,Referral,1
2449,2023-05-04,India,West Bengal,Mobile,58,Female,Facebook Ads,1
2450,2023-02-21,India,Delhi,Mobile,31,Male,Google Ads,1
2451,2023-02-21,India,Telangana,Mobile,54,Female,Organic,1
2452,2023-06-13,India,Maharashtra,Mobile,19,Female,Referral,1
2453,2023-05-04,India,Gujarat,Desktop,41,Male,Facebook Ads,1
2454,2023-06-15,India,Telangana,Desktop,32,Male,Google Ads,1
2455,2023-06-27,India,Uttar Pradesh,Mobile,50,Male,Facebook Ads,1
2456,2023-03-04,India,Maharashtra,Desktop,29,Female,Facebook Ads,1
2457,2023-04-26,India,Tamil Nadu,Mobile,36,Female,Google Ads,1
2458,2023-03-03,India,Gujarat,Mobile,22,Male,Organic,1
2459,2023-01-07,India,Uttar Pradesh,Mobile,18,Male,Facebook Ads,1
2460,2023-06-04,India,Odisha,Mobile,26,Female,Google Ads,1
2461,2023-04-02,India,West Bengal,Desktop,56,Male,Facebook Ads,1
2462,2023-01-14,India,Maharashtra,Mobile,51,Female,Referral,1
2463,2023-03-27,India,Tamil Nadu,Mobile,46,Male,Organic,1
2464,2023-05-13,India,Uttar Pradesh,Desktop,19,Male,Referral,1
2465,2023-05-10,India,Uttar Pradesh,Desktop,36,Male,Facebook Ads,1
2466,2023-03-03,India,Karnataka,Desktop,45,Female,Referral,1
2467,2023-05-29,India,Uttar Pradesh,Mobile,52,Male,Google Ads,1
2468,2023-03-20,India,West Bengal,Mobile,57,Female,Facebook Ads,1
2469,2023-05-29,India,Gujarat,Mobile,39,Female,Referral,1
2470,2023-05-18,India,Gujarat,Mobile,21,Male,Referral,1
2471,2023-02-27,India,Uttar Pradesh,Desktop,25,Male,Referral,1
2472,2023-04-30,India,Tamil Nadu,Desktop,18,Female,Referral,1
2473,2023-06-16,India,Maharashtra,Desktop,53,Male,Facebook Ads,1
2474,2023-05-13,India,Tamil Nadu,Mobile,24,Male,Google Ads,1
2475,2023-03-06,India,Rajasthan,Desktop,42,Female,Google Ads,1
2476,2023-01-13,India,Maharashtra,Desktop,46,Male,Facebook Ads,1
2477,2023-03-23,India,Odisha,Mobile,18,Female,Referral,1
2478,2023-06-22,India,West Bengal,Mobile,35,Female,Organic,1
2479,2023-06-09,India,Tamil Nadu,Desktop,21,Female,Referral,1
2480,2023-06-13,India,Karnataka,Mobile,37,Female,Organic,1
2481,2023-05-19,India,Gujarat,Desktop,25,Female,Organic,1
2482,2023-05-29,India,Uttar Pradesh,Mobile,44,Male,Facebook Ads,1
2483,2023-02-21,India,Maharashtra,Desktop,56,Female,Facebook Ads,1
2484,2023-04-27,India,Uttar Pradesh,Desktop,52,Female,Referral,1
2485,2023-01-26,India,Odisha,Mobile,42,Male,Referral,1
2486,2023-02-03,India,Rajasthan,Desktop,31,Female,Google Ads,1
2487,2023-02-21,India,Uttar Pradesh,Mobile,57,Female,Referral,1
2488,2023-04-22,India,Tamil Nadu,Mobile,48,Male,Organic,1
2489,2023-03-23,India,Maharashtra,Mobile,22,Male,Referral,1
2490,2023-06-29,India,Karnataka,Mobile,34,Male,Facebook Ads,1
2491,2023-06-06,India,Odisha,Desktop,27,Female,Organic,1
2492,2023-06-15,India,Telangana,Desktop,33,Female,Google Ads,1
2493,2023-02-11,India,West Bengal,Mobile,21,Female,Organic,1
2494,2023-01-21,India,Rajasthan,Mobile,22,Male,Google Ads,1
2495,2023-02-11,India,Tamil Nadu,Mobile,59,Female,Google Ads,1
2496,2023-05-21,India,West Bengal,Mobile,58,Female,Organic,1
2497,2023-04-23,India,Karnataka,Desktop,37,Female,Facebook Ads,1
2498,2023-04-15,India,West Bengal,Mobile,23,Male,Organic,1
2499,2023-01-17,India,Gujarat,Mobile,28,Male,Organic,1
2500,2023-04-30,India,Maharashtra,Mobile,34,Male,Referral,1
2501,2023-05-17,India,West Bengal,Mobile,58,Male,Google Ads,1
2502,2023-06-18,India,Tamil Nadu,Desktop,20,Female,Facebook Ads,1
2503,2023-05-09,India,Telangana,Mobile,33,Female,Google Ads,1
2504,2023-05-10,India,Gujarat,Mobile,53,Female,Facebook Ads,1
2505,2023-03-01,India,Gujarat,Desktop,43,Male,Organic,1
2506,2023-02-17,India,West Bengal,Desktop,41,Female,Facebook Ads,1
2507,2023-01-29,India,Rajasthan,Desktop,51,Female,Google Ads,1
2508,2023-04-07,India,Delhi,Desktop,37,Female,Facebook Ads,1
2509,2023-01-10,India,Rajasthan,Desktop,34,Female,Facebook Ads,1
2510,2023-02-27,India,Uttar Pradesh,Mobile,37,Male,Referral,1
2511,2023-01-21,India,Tamil Nadu,Mobile,33,Female,Referral,1
2512,2023-01-28,India,Delhi,Mobile,21,Male,Organic,1
2513,2023-02-03,India,Maharashtra,Desktop,35,Female,Facebook Ads,1
2514,2023-01-08,India,Gujarat,Mobile,53,Male,Referral,1
2515,2023-06-26,India,Tamil Nadu,Mobile,52,Male,Referral,1
2516,2023-03-20,India,Karnataka,Mobile,47,Male,Referral,1
2517,2023-05-25,India,Uttar Pradesh,Desktop,35,Female,Organic,1
2518,2023-03-28,India,Telangana,Mobile,38,Male,Facebook Ads,1
2519,2023-03-29,India,Uttar Pradesh,Mobile,49,Male,Facebook Ads,1
2520,2023-06-22,India,Tamil Nadu,Mobile,22,Female,Referral,1
2521,2023-03-10,India,Maharashtra,Desktop,58,Female,Referral,1
2522,2023-06-09,India,Gujarat,Mobile,40,Female,Google Ads,1
2523,2023-06-21,India,Odisha,Mobile,47,Female,Google Ads,1
2524,2023-03-28,India,Odisha,Mobile,44,Male,Organic,1
2525,2023-04-11,India,Tamil Nadu,Mobile,32,Male,Referral,1
2526,2023-01-08,India,West Bengal,Mobile,58,Female,Organic,1
2527,2023-03-18,India,Rajasthan,Mobile,31,Male,Organic,1
2528,2023-03-28,India,Uttar Pradesh,Mobile,38,Male,Facebook Ads,1
2529,2023-02-12,India,Maharashtra,Desktop,51,Male,Google Ads,1
2530,2023-05-09,India,Uttar Pradesh,Mobile,43,Male,Organic,1
2531,2023-04-19,India,Karnataka,Mobile,42,Male,Referral,1
2532,2023-06-28,India,Odisha,Desktop,48,Female,Facebook Ads,1
2533,2023-06-01,India,Gujarat,Desktop,23,Female,Facebook Ads,1
2534,2023-06-01,India,Karnataka,Mobile,21,Female,Organic,1
2535,2023-01-17,India,Gujarat,Mobile,41,Female,Google Ads,1
2536,2023-05-13,India,Uttar Pradesh,Desktop,59,Female,Organic,1
2537,2023-05-28,India,Maharashtra,Desktop,48,Female,Organic,1
2538,2023-01-21,India,Odisha,Mobile,36,Female,Referral,1
2539,2023-02-27,India,Uttar Pradesh,Mobile,28,Male,Referral,1
2540,2023-06-08,India,Odisha,Mobile,46,Female,Google Ads,1
2541,2023-04-20,India,Tamil Nadu,Mobile,22,Male,Organic,1
2542,2023-05-19,India,Telangana,Mobile,35,Male,Facebook Ads,1
2543,2023-06-29,India,Telangana,Mobile,20,Male,Referral,1
2544,2023-05-23,India,Gujarat,Mobile,57,Male,Referral,1
2545,2023-05-15,India,Uttar Pradesh,Mobile,28,Male,Google Ads,1
2546,2023-01-28,India,Delhi,Mobile,38,Female,Facebook Ads,1
2547,2023-02-20,India,Odisha,Mobile,47,Male,Facebook Ads,1
2548,2023-01-05,India,Odisha,Mobile,36,Female,Organic,1
2549,2023-01-05,India,Delhi,Mobile,42,Female,Facebook Ads,1
2550,2023-04-04,India,West Bengal,Desktop,52,Female,Organic,1
2551,2023-04-06,India,Uttar Pradesh,Mobile,29,Male,Organic,1
2552,2023-01-08,India,Delhi,Desktop,43,Male,Organic,1
2553,2023-03-05,India,Telangana,Mobile,22,Female,Referral,1
2554,2023-05-18,India,Odisha,Mobile,36,Female,Google Ads,1
2555,2023-02-07,India,Telangana,Mobile,44,Female,Referral,1
2556,2023-04-21,India,Uttar Pradesh,Desktop,55,Female,Facebook Ads,1
2557,2023-04-22,India,Maharashtra,Mobile,46,Female,Facebook Ads,1
2558,2023-03-22,India,Maharashtra,Mobile,29,Male,Google Ads,1
2559,2023-05-16,India,Gujarat,Mobile,36,Female,Organic,1
2560,2023-04-14,India,Telangana,Desktop,26,Female,Facebook Ads,1
2561,2023-06-02,India,Telangana,Desktop,35,Female,Organic,1
2562,2023-03-14,India,Telangana,Mobile,46,Female,Google Ads,1
2563,2023-06-27,India,West Bengal,Mobile,20,Male,Referral,1
2564,2023-02-18,India,Telangana,Mobile,40,Female,Organic,1
2565,2023-02-05,India,Maharashtra,Mobile,47,Female,Organic,1
2566,2023-05-06,India,West Bengal,Mobile,41,Male,Referral,1
2567,2023-03-09,India,Gujarat,Desktop,54,Female,Referral,1
2568,2023-03-19,India,Tamil Nadu,Desktop,54,Male,Google Ads,1
2569,2023-04-15,India,Karnataka,Mobile,21,Male,Google Ads,1
2570,2023-06-18,India,Gujarat,Mobile,45,Female,Organic,1
2571,2023-05-02,India,Rajasthan,Mobile,33,Female,Facebook Ads,1
2572,2023-04-29,India,West Bengal,Mobile,30,Male,Facebook Ads,1
2573,2023-04-24,India,Maharashtra,Mobile,25,Male,Google Ads,1
2574,2023-01-10,India,Maharashtra,Mobile,42,Female,Referral,1
2575,2023-05-29,India,Uttar Pradesh,Mobile,19,Female,Facebook Ads,1
2576,2023-06-13,India,Odisha,Mobile,47,Male,Facebook Ads,1
2577,2023-05-20,India,Telangana,Desktop,57,Female,Facebook Ads,1
2578,2023-04-01,India,Maharashtra,Mobile,20,Male,Organic,1
2579,2023-01-02,India,Telangana,Mobile,40,Female,Organic,1
2580,2023-04-28,India,Delhi,Mobile,46,Female,Organic,1
2581,2023-01-13,India,Odisha,Mobile,58,Male,Google Ads,1
2582,2023-06-09,India,Delhi,Desktop,47,Male,Referral,1
2583,2023-04-05,India,Telangana,Desktop,28,Female,Google Ads,1
2584,2023-05-24,India,West Bengal,Mobile,38,Male,Organic,1
2585,2023-02-01,India,Rajasthan,Desktop,44,Female,Referral,1
2586,2023-02-01,India,Odisha,Mobile,41,Female,Referral,1
2587,2023-05-04,India,West Bengal,Desktop,48,Male,Organic,1
2588,2023-01-11,India,Maharashtra,Mobile,47,Female,Referral,1
2589,2023-01-10,India,Rajasthan,Mobile,18,Female,Organic,1
2590,2023-01-15,India,Tamil Nadu,Mobile,18,Male,Google Ads,1
2591,2023-01-17,India,Maharashtra,Desktop,25,Male,Google Ads,1
2592,2023-06-17,India,Karnataka,Mobile,59,Male,Organic,1
2593,2023-05-26,India,Gujarat,Desktop,51,Female,Organic,1
2594,2023-06-02,India,Odisha,Mobile,33,Male,Google Ads,1
2595,2023-02-28,India,Karnataka,Desktop,44,Female,Referral,1
2596,2023-03-19,India,Telangana,Mobile,21,Male,Google Ads,1
2597,2023-05-04,India,Odisha,Desktop,36,Female,Google Ads,1
2598,2023-04-24,India,Gujarat,Mobile,46,Female,Facebook Ads,1
2599,2023-01-22,India,Odisha,Mobile,58,Male,Referral,1
2600,2023-06-07,India,West Bengal,Desktop,20,Female,Referral,1
2601,2023-06-21,India,Delhi,Desktop,28,Female,Organic,1
2602,2023-02-01,India,Uttar Pradesh,Mobile,25,Male,Referral,1
2603,2023-06-28,India,West Bengal,Mobile,56,Female,Referral,1
2604,2023-06-23,India,Gujarat,Mobile,50,Female,Referral,1
2605,2023-04-23,India,Odisha,Mobile,25,Female,Google Ads,1
2606,2023-04-30,India,West Bengal,Mobile,42,Female,Organic,1
2607,2023-05-29,India,Delhi,Mobile,41,Female,Facebook Ads,1
2608,2023-05-02,India,Karnataka,Mobile,43,Female,Referral,1
2609,2023-02-01,India,West Bengal,Desktop,43,Male,Referral,1
2610,2023-04-29,India,Telangana,Desktop,34,Male,Referral,1
2611,2023-02-08,India,Karnataka,Mobile,44,Male,Google Ads,1
2612,2023-01-12,India,Gujarat,Mobile,46,Female,Google Ads,1
2613,2023-06-24,India,Karnataka,Mobile,56,Male,Google Ads,1
2614,2023-01-18,India,Odisha,Mobile,26,Male,Google Ads,1
2615,2023-05-29,India,Rajasthan,Mobile,31,Female,Organic,1
2616,2023-05-21,India,Rajasthan,Mobile,22,Male,Facebook Ads,1
2617,2023-05-29,India,Tamil Nadu,Mobile,47,Male,Referral,1
2618,2023-05-06,India,Telangana,Mobile,45,Female,Google Ads,1
2619,2023-05-16,India,Odisha,Desktop,54,Male,Referral,1
2620,2023-02-15,India,Gujarat,Desktop,25,Male,Organic,1
2621,2023-04-14,India,Maharashtra,Mobile,32,Male,Google Ads,1
2622,2023-05-15,India,Rajasthan,Mobile,45,Male,Facebook Ads,1
2623,2023-05-31,India,Gujarat,Desktop,53,Male,Referral,1
2624,2023-03-27,India,Karnataka,Mobile,50,Male,Referral,1
2625,2023-05-30,India,West Bengal,Desktop,23,Female,Facebook Ads,1
2626,2023-03-30,India,Rajasthan,Desktop,29,Female,Facebook Ads,1
2627,2023-01-22,India,Odisha,Desktop,24,Male,Organic,1
2628,2023-04-02,India,Rajasthan,Mobile,45,Male,Google Ads,1
2629,2023-01-29,India,Delhi,Mobile,24,Male,Facebook Ads,1
2630,2023-01-13,India,Delhi,Desktop,58,Female,Organic,1
2631,2023-01-02,India,Delhi,Mobile,18,Male,Organic,1
2632,2023-01-29,India,Telangana,Mobile,41,Female,Google Ads,1
2633,2023-06-29,India,Rajasthan,Mobile,36,Female,Referral,1
2634,2023-01-27,India,Tamil Nadu,Mobile,49,Male,Organic,1
2635,2023-02-19,India,Gujarat,Desktop,47,Female,Referral,1
2636,2023-04-05,India,Delhi,Mobile,18,Male,Facebook Ads,1
2637,2023-05-31,India,Karnataka,Desktop,49,Female,Google Ads,1
2638,2023-03-29,India,Odisha,Desktop,37,Male,Facebook Ads,1
2639,2023-02-13,India,Telangana,Mobile,38,Male,Google Ads,1
2640,2023-01-22,India,Uttar Pradesh,Mobile,36,Female,Referral,1
2641,2023-06-20,India,Delhi,Desktop,47,Male,Referral,1
2642,2023-06-14,India,Gujarat,Mobile,45,Female,Referral,1
2643,2023-04-07,India,Karnataka,Desktop,49,Male,Organic,1
2644,2023-01-03,India,Odisha,Desktop,47,Female,Referral,1
2645,2023-04-28,India,West Bengal,Mobile,40,Male,Organic,1
2646,2023-01-19,India,Maharashtra,Desktop,44,Male,Facebook Ads,1
2647,2023-01-23,India,Karnataka,Mobile,54,Male,Google Ads,1
2648,2023-06-06,India,Tamil Nadu,Mobile,43,Female,Organic,1
2649,2023-01-30,India,Karnataka,Desktop,20,Female,Google Ads,1
2650,2023-02-08,India,Karnataka,Desktop,48,Male,Facebook Ads,1
2651,2023-04-18,India,Tamil Nadu,Mobile,19,Male,Google Ads,1
2652,2023-04-21,India,West Bengal,Mobile,27,Male,Organic,1
2653,2023-01-25,India,Telangana,Mobile,55,Female,Facebook Ads,1
2654,2023-05-08,India,Rajasthan,Mobile,36,Male,Organic,1
2655,2023-04-21,India,Odisha,Mobile,48,Male,Google Ads,1
2656,2023-05-16,India,Karnataka,Mobile,46,Male,Google Ads,1
2657,2023-04-16,India,Karnataka,Mobile,42,Female,Referral,1
2658,2023-05-24,India,Tamil Nadu,Desktop,49,Male,Google Ads,1
2659,2023-03-13,India,Gujarat,Mobile,34,Male,Google Ads,1
2660,2023-05-09,India,Karnataka,Mobile,40,Female,Referral,1
2661,2023-04-18,India,Karnataka,Desktop,35,Male,Google Ads,1
2662,2023-01-05,India,Tamil Nadu,Desktop,28,Female,Referral,1
2663,2023-01-03,India,Gujarat,Desktop,37,Female,Google Ads,1
2664,2023-05-12,India,Tamil Nadu,Mobile,30,Female,Facebook Ads,1
2665,2023-04-14,India,Telangana,Mobile,41,Female,Organic,1
2666,2023-03-05,India,Karnataka,Mobile,37,Female,Google Ads,1
2667,2023-04-16,India,Delhi,Mobile,59,Male,Facebook Ads,1
2668,2023-04-08,India,Odisha,Mobile,45,Male,Facebook Ads,1
2669,2023-01-10,India,Gujarat,Mobile,52,Male,Facebook Ads,1
2670,2023-05-29,India,Delhi,Mobile,38,Male,Organic,1
2671,2023-05-08,India,Tamil Nadu,Mobile,23,Male,Referral,1
2672,2023-02-15,India,Karnataka,Mobile,24,Male,Referral,1
2673,2023-06-04,India,Tamil Nadu,Mobile,46,Male,Google Ads,1
2674,2023-03-07,India,Rajasthan,Mobile,40,Male,Organic,1
2675,2023-06-18,India,Rajasthan,Mobile,22,Female,Facebook Ads,1
2676,2023-04-22,India,Telangana,Mobile,39,Male,Organic,1
2677,2023-01-13,India,Karnataka,Mobile,26,Male,Referral,1
2678,2023-05-17,India,Karnataka,Mobile,49,Female,Facebook Ads,1
2679,2023-06-13,India,Delhi,Mobile,27,Male,Referral,1
2680,2023-03-27,India,Uttar Pradesh,Mobile,45,Female,Referral,1
2681,2023-03-31,India,Karnataka,Desktop,28,Male,Referral,1
2682,2023-02-27,India,Telangana,Mobile,24,Male,Organic,1
2683,2023-02-23,India,Gujarat,Mobile,47,Female,Referral,1
2684,2023-01-12,India,Gujarat,Desktop,55,Male,Referral,1
2685,2023-01-14,India,Tamil Nadu,Mobile,51,Female,Referral,1
2686,2023-05-01,India,Delhi,Mobile,45,Female,Google Ads,1
2687,2023-06-11,India,West Bengal,Mobile,49,Female,Organic,1
2688,2023-05-01,India,Maharashtra,Desktop,33,Male,Google Ads,1
2689,2023-01-20,India,Tamil Nadu,Mobile,56,Female,Referral,1
2690,2023-03-16,India,Karnataka,Mobile,18,Female,Referral,1
2691,2023-05-24,India,Tamil Nadu,Mobile,51,Male,Organic,1
2692,2023-03-11,India,West Bengal,Mobile,58,Female,Referral,1
2693,2023-02-25,India,Maharashtra,Mobile,40,Female,Referral,1
2694,2023-04-11,India,West Bengal,Desktop,37,Male,Facebook Ads,1
2695,2023-05-12,India,West Bengal,Mobile,35,Male,Organic,1
2696,2023-04-21,India,Rajasthan,Mobile,35,Male,Google Ads,1
2697,2023-05-05,India,Gujarat,Mobile,59,Female,Referral,1
2698,2023-05-12,India,Uttar Pradesh,Mobile,57,Female,Google Ads,1
2699,2023-01-20,India,Karnataka,Desktop,38,Male,Organic,1
2700,2023-05-18,India,Telangana,Mobile,25,Female,Google Ads,1
2701,2023-01-24,India,Delhi,Mobile,51,Female,Facebook Ads,1
2702,2023-06-03,India,Tamil Nadu,Mobile,28,Male,Facebook Ads,1
2703,2023-02-06,India,Karnataka,Mobile,27,Male,Facebook Ads,1
2704,2023-02-23,India,Rajasthan,Mobile,25,Male,Facebook Ads,1
2705,2023-04-13,India,Gujarat,Desktop,25,Female,Organic,1
2706,2023-05-29,India,Tamil Nadu,Mobile,36,Male,Organic,1
2707,2023-02-07,India,Delhi,Desktop,18,Female,Facebook Ads,1
2708,2023-06-23,India,Uttar Pradesh,Desktop,20,Male,Organic,1
2709,2023-01-04,India,Karnataka,Desktop,49,Female,Organic,1
2710,2023-02-26,India,Telangana,Mobile,33,Male,Facebook Ads,1
2711,2023-06-22,India,Gujarat,Mobile,47,Female,Google Ads,1
2712,2023-01-20,India,Odisha,Desktop,45,Female,Organic,1
2713,2023-01-17,India,Karnataka,Desktop,45,Female,Facebook Ads,1
2714,2023-04-29,India,West Bengal,Desktop,33,Female,Facebook Ads,1
2715,2023-03-12,India,West Bengal,Mobile,58,Female,Referral,1
2716,2023-01-04,India,Telangana,Mobile,50,Female,Organic,1
2717,2023-01-14,India,Maharashtra,Desktop,42,Female,Google Ads,1
2718,2023-01-03,India,Telangana,Mobile,35,Male,Organic,1
2719,2023-03-21,India,Gujarat,Mobile,43,Female,Referral,1
2720,2023-02-24,India,West Bengal,Mobile,23,Female,Referral,1
2721,2023-05-12,India,Uttar Pradesh,Mobile,55,Female,Google Ads,1
2722,2023-04-30,India,Uttar Pradesh,Mobile,20,Female,Google Ads,1
2723,2023-01-24,India,West Bengal,Mobile,23,Female,Organic,1
2724,2023-06-11,India,Gujarat,Mobile,31,Male,Facebook Ads,1
2725,2023-06-07,India,Rajasthan,Mobile,35,Male,Referral,1
2726,2023-03-23,India,Delhi,Mobile,33,Male,Google Ads,1
2727,2023-05-27,India,Delhi,Mobile,41,Female,Google Ads,1
2728,2023-06-08,India,Gujarat,Desktop,30,Female,Referral,1
2729,2023-03-01,India,Odisha,Mobile,18,Female,Facebook Ads,1
2730,2023-05-27,India,Delhi,Mobile,55,Male,Facebook Ads,1
2731,2023-02-18,India,Tamil Nadu,Desktop,31,Male,Organic,1
2732,2023-03-04,India,Delhi,Desktop,34,Male,Google Ads,1
2733,2023-04-20,India,Tamil Nadu,Mobile,30,Female,Referral,1
2734,2023-05-30,India,West Bengal,Mobile,30,Female,Facebook Ads,1
2735,2023-06-01,India,Rajasthan,Mobile,26,Female,Google Ads,1
2736,2023-04-19,India,Telangana,Mobile,23,Female,Facebook Ads,1
2737,2023-03-17,India,Rajasthan,Desktop,23,Male,Organic,1
2738,2023-01-30,India,Delhi,Desktop,47,Male,Facebook Ads,1
2739,2023-02-27,India,Delhi,Desktop,54,Male,Google Ads,1
2740,2023-04-27,India,Gujarat,Mobile,31,Male,Referral,1
2741,2023-06-08,India,Telangana,Mobile,21,Male,Referral,1
2742,2023-04-10,India,Delhi,Desktop,51,Female,Organic,1
2743,2023-01-19,India,Maharashtra,Mobile,19,Male,Google Ads,1
2744,2023-06-25,India,Maharashtra,Mobile,34,Female,Organic,1
2745,2023-06-22,India,Odisha,Desktop,59,Female,Organic,1
2746,2023-04-04,India,West Bengal,Mobile,31,Male,Referral,1
2747,2023-04-23,India,Tamil Nadu,Mobile,34,Male,Referral,1
2748,2023-05-26,India,Rajasthan,Desktop,47,Female,Referral,1
2749,2023-03-04,India,West Bengal,Mobile,46,Female,Referral,1
2750,2023-04-26,India,Tamil Nadu,Mobile,24,Female,Facebook Ads,1
2751,2023-04-23,India,Tamil Nadu,Mobile,26,Female,Organic,1
2752,2023-02-16,India,Karnataka,Mobile,40,Male,Referral,1
2753,2023-02-26,India,Delhi,Mobile,53,Female,Referral,1
2754,2023-04-28,India,Odisha,Mobile,31,Male,Referral,1
2755,2023-02-14,India,Delhi,Mobile,37,Male,Google Ads,1
2756,2023-06-10,India,Odisha,Desktop,34,Male,Organic,1
2757,2023-05-25,India,West Bengal,Mobile,49,Male,Facebook Ads,1
2758,2023-01-04,India,Gujarat,Desktop,42,Female,Organic,1
2759,2023-05-28,India,Gujarat,Mobile,47,Female,Google Ads,1
2760,2023-02-16,India,West Bengal,Mobile,44,Male,Referral,1
2761,2023-05-23,India,Telangana,Mobile,44,Female,Referral,1
2762,2023-02-16,India,Maharashtra,Mobile,48,Male,Referral,1
2763,2023-03-19,India,Tamil Nadu,Desktop,43,Male,Facebook Ads,1
2764,2023-05-04,India,Odisha,Mobile,31,Female,Google Ads,1
2765,2023-03-16,India,Uttar Pradesh,Mobile,38,Female,Organic,1
2766,2023-04-13,India,Delhi,Mobile,45,Female,Facebook Ads,1
2767,2023-05-17,India,West Bengal,Mobile,32,Female,Facebook Ads,1
2768,2023-03-31,India,Tamil Nadu,Mobile,47,Male,Referral,1
2769,2023-05-24,India,Odisha,Mobile,42,Male,Facebook Ads,1
2770,2023-03-10,India,Rajasthan,Mobile,28,Male,Facebook Ads,1
2771,2023-03-02,India,Telangana,Mobile,28,Female,Organic,1
2772,2023-05-18,India,Delhi,Mobile,45,Female,Referral,1
2773,2023-02-19,India,Gujarat,Mobile,22,Male,Referral,1
2774,2023-01-03,India,West Bengal,Mobile,45,Female,Referral,1
2775,2023-04-17,India,Gujarat,Mobile,25,Male,Organic,1
2776,2023-04-23,India,Odisha,Desktop,43,Male,Google Ads,1
2777,2023-04-04,India,Gujarat,Desktop,23,Male,Referral,1
2778,2023-04-28,India,Delhi,Desktop,49,Female,Google Ads,1
2779,2023-03-22,India,Maharashtra,Mobile,49,Female,Google Ads,1
2780,2023-04-19,India,Tamil Nadu,Desktop,29,Male,Google Ads,1
2781,2023-02-20,India,Maharashtra,Mobile,23,Female,Referral,1
2782,2023-05-27,India,West Bengal,Desktop,30,Female,Referral,1
2783,2023-06-19,India,Maharashtra,Mobile,56,Female,Google Ads,1
2784,2023-02-04,India,Karnataka,Mobile,57,Male,Google Ads,1
2785,2023-02-15,India,Tamil Nadu,Mobile,51,Female,Referral,1
2786,2023-06-03,India,Odisha,Mobile,40,Female,Facebook Ads,1
2787,2023-03-10,India,Tamil Nadu,Desktop,58,Female,Referral,1
2788,2023-04-03,India,Karnataka,Desktop,34,Male,Google Ads,1
2789,2023-03-05,India,Uttar Pradesh,Desktop,18,Male,Google Ads,1
2790,2023-06-14,India,Maharashtra,Mobile,24,Male,Google Ads,1
2791,2023-02-18,India,Tamil Nadu,Mobile,30,Female,Google Ads,1
2792,2023-05-29,India,Gujarat,Mobile,31,Male,Organic,1
2793,2023-03-15,India,Odisha,Desktop,34,Female,Referral,1
2794,2023-01-05,India,Rajasthan,Mobile,47,Male,Google Ads,1
2795,2023-04-10,India,West Bengal,Desktop,51,Female,Referral,1
2796,2023-03-11,India,West Bengal,Mobile,44,Male,Organic,1
2797,2023-03-31,India,West Bengal,Mobile,42,Male,Google Ads,1
2798,2023-01-04,India,Tamil Nadu,Desktop,52,Female,Organic,1
2799,2023-05-06,India,Maharashtra,Mobile,26,Male,Organic,1
2800,2023-02-08,India,Tamil Nadu,Mobile,23,Female,Facebook Ads,1
2801,2023-06-12,India,Delhi,Mobile,43,Female,Google Ads,1
2802,2023-05-09,India,Gujarat,Desktop,55,Female,Referral,1
2803,2023-01-24,India,Rajasthan,Mobile,56,Female,Organic,1
2804,2023-02-26,India,Rajasthan,Mobile,44,Female,Google Ads,1
2805,2023-04-10,India,Gujarat,Mobile,57,Female,Facebook Ads,1
2806,2023-03-11,India,Karnataka,Mobile,48,Male,Facebook Ads,1
2807,2023-02-10,India,Telangana,Mobile,20,Male,Google Ads,1
2808,2023-06-23,India,Delhi,Mobile,41,Male,Facebook Ads,1
2809,2023-03-01,India,Odisha,Desktop,32,Male,Facebook Ads,1
2810,2023-04-18,India,Rajasthan,Desktop,23,Male,Google Ads,1
