session_id,user_id,session_date,duration_minutes,pages_viewed
14681,4438,2023-06-29,41,14
14682,9716,2023-06-03,42,11
14683,6093,2023-05-24,33,14
14684,1307,2023-06-17,17,4
14685,296,2023-06-28,2,14
14686,8286,2023-02-26,6,8
14687,5283,2023-06-13,10,11
14688,6774,2023-04-08,22,13
14689,3006,2023-06-14,49,12
14690,5505,2023-03-22,43,11
14691,278,2023-05-06,19,12
14692,2553,2023-03-19,41,6
14693,2027,2023-05-05,31,3
14694,151,2023-06-18,4,5
14695,2229,2023-03-22,14,11
14696,5528,2023-03-19,53,14
14697,6352,2023-05-13,32,1
14698,4119,2023-04-06,51,4
14699,6632,2023-06-16,25,1
14700,2710,2023-05-03,38,7
14701,8797,2023-05-12,58,3
14702,2822,2023-05-17,59,7
14703,9833,2023-04-13,5,12
14704,7653,2023-05-05,9,8
14705,2505,2023-06-07,4,7
14706,4441,2023-05-11,52,10
14707,2688,2023-05-22,13,13
14708,4710,2023-05-30,51,7
14709,6369,2023-03-20,54,12
14710,9741,2023-04-08,56,4
14711,923,2023-05-15,42,3
14712,851,2023-06-10,57,1
14713,592,2023-05-25,8,10
14714,3513,2023-05-30,26,8
14715,6916,2023-04-29,57,13
14716,2454,2023-06-17,14,8
14717,5999,2023-05-10,28,1
14718,3813,2023-03-02,28,5
14719,9345,2023-04-25,17,6
14720,9395,2023-04-08,47,13
14721,6613,2023-04-17,44,1
14722,4210,2023-04-13,23,2
14723,4671,2023-06-29,32,11
14724,1627,2023-06-27,53,10
14725,7662,2023-06-29,53,11
14726,9378,2023-04-20,14,6
14727,2077,2023-05-25,10,3
14728,7748,2023-05-04,35,1
14729,6433,2023-02-01,3,6
14730,2414,2023-06-15,2,1
14731,1496,2023-06-06,47,13
14732,6849,2023-04-21,18,12
14733,119,2023-06-20,5,5
14734,104,2023-05-25,31,14
14735,50,2023-06-05,9,11
14736,4950,2023-05-10,5,6
14737,8112,2023-05-10,16,5
14738,475,2023-06-16,24,3
14739,3663,2023-06-10,51,11
14740,7308,2023-05-01,11,9
14741,113,2023-06-15,58,5
14742,8946,2023-06-14,16,2
14743,6281,2023-04-06,32,5
14744,2671,2023-06-16,53,6
14745,925,2023-02-24,34,2
14746,1537,2023-04-12,5,14
14747,7669,2023-04-15,56,10
14748,9793,2023-03-17,55,5
14749,7448,2023-04-06,44,12
14750,2225,2023-04-14,53,9
14751,9319,2023-06-03,36,7
14752,6007,2023-03-13,47,8
14753,3897,2023-05-19,22,12
14754,483,2023-06-19,13,13
14755,5170,2023-06-06,23,10
14756,266,2023-06-18,17,10
14757,5848,2023-04-22,35,5
14758,3811,2023-04-30,50,11
14759,3379,2023-06-06,47,11
14760,4791,2023-06-01,49,7
14761,4000,2023-05-11,23,5
14762,5927,2023-06-24,11,8
14763,6575,2023-05-04,28,11
14764,4641,2023-04-17,18,10
14765,4832,2023-06-20,19,4
14766,9131,2023-03-20,58,1
14767,6621,2023-06-27,17,2
14768,5308,2023-05-19,22,1
14769,2734,2023-06-25,7,12
14770,9598,2023-05-14,16,4
14771,2504,2023-06-21,27,3
14772,731,2023-04-30,2,8
14773,5614,2023-04-23,20,10
14774,3371,2023-05-01,28,9
14775,9780,2023-05-19,13,14
14776,4400,2023-06-06,21,3
14777,3852,2023-06-18,47,8
14778,6791,2023-04-04,42,5
14779,2276,2023-05-15,31,9
14780,9611,2023-05-29,4,12
14781,2916,2023-05-31,59,9
14782,7739,2023-03-31,30,12
14783,4700,2023-06-23,43,12
14784,1005,2023-06-04,9,12
14785,3700,2023-05-02,37,11
14786,3159,2023-05-19,36,9
14787,507,2023-04-04,25,5
14788,5611,2023-04-20,26,3
14789,6276,2023-05-15,13,10
14790,338,2023-05-18,44,8
14791,7020,2023-04-18,44,4
14792,8254,2023-02-17,56,6
14793,7836,2023-06-26,42,14
14794,7273,2023-05-27,44,9
14795,4394,2023-04-24,57,5
14796,1190,2023-05-28,5,12
14797,3058,2023-05-28,57,3
14798,4154,2023-06-22,15,8
14799,447,2023-03-15,3,10
14800,2491,2023-06-22,52,10
14801,7154,2023-06-23,24,11
14802,1535,2023-04-08,47,4
14803,3605,2023-05-13,20,9
14804,9778,2023-05-23,48,6
14805,2946,2023-06-22,52,9
14806,4851,2023-06-26,10,4
14807,8011,2023-04-09,59,10
14808,6200,2023-04-03,27,3
14809,4316,2023-06-13,49,14
14810,3089,2023-06-10,52,2
14811,3885,2023-05-18,18,11
14812,3381,2023-06-05,49,13
14813,3053,2023-05-06,54,9
14814,2530,2023-05-23,59,9
14815,9253,2023-02-21,6,3
14816,3185,2023-05-31,20,12
14817,8108,2023-05-01,36,9
14818,8086,2023-03-12,6,11
14819,2900,2023-05-09,3,3
14820,5804,2023-06-26,36,10
14821,416,2023-06-06,16,1
14822,5846,2023-05-22,19,9
14823,3415,2023-06-26,49,12
14824,2431,2023-06-03,19,10
14825,6394,2023-06-22,17,8
14826,619,2023-06-20,18,5
14827,9679,2023-06-23,25,8
14828,597,2023-06-11,59,11
14829,3329,2023-04-22,36,10
14830,9382,2023-05-12,24,7
14831,3938,2023-05-16,48,9
14832,9117,2023-06-21,27,3
14833,9922,2023-06-25,49,3
14834,5012,2023-03-08,55,7
14835,7210,2023-06-28,30,6
14836,5689,2023-03-22,41,2
14837,1260,2023-03-28,10,8
14838,883,2023-06-15,31,13
14839,9037,2023-05-06,37,13
14840,5335,2023-06-07,33,9
14841,9611,2023-06-21,57,10
14842,7412,2023-06-29,40,14
14843,4380,2023-05-22,51,14
14844,81,2023-05-30,42,10
14845,2632,2023-06-14,26,10
14846,6657,2023-04-28,28,13
14847,5469,2023-06-24,33,13
14848,8628,2023-05-12,16,14
14849,771,2023-03-27,33,10
14850,1293,2023-04-29,16,4
14851,1889,2023-02-16,46,10
14852,2327,2023-06-21,6,14
14853,727,2023-03-27,45,12
14854,7458,2023-06-28,51,8
14855,1690,2023-06-25,1,8
14856,3845,2023-05-19,37,8
14857,6737,2023-06-23,32,11
14858,7833,2023-06-19,42,10
14859,4567,2023-06-19,35,5
14860,9756,2023-04-08,33,11
14861,3848,2023-06-22,31,2
14862,9963,2023-06-22,32,3
14863,2940,2023-05-23,57,6
14864,1299,2023-06-03,32,10
14865,2189,2023-04-05,38,9
14866,6823,2023-05-25,19,9
14867,3569,2023-03-12,13,2
14868,2553,2023-04-29,50,3
14869,4343,2023-06-10,21,14
14870,2903,2023-05-13,36,9
14871,2084,2023-04-10,1,7
14872,5057,2023-06-27,20,7
14873,3213,2023-06-16,43,6
14874,8284,2023-05-24,22,6
14875,9399,2023-03-14,54,2
14876,4302,2023-03-28,1,9
14877,6855,2023-06-27,25,1
14878,3685,2023-04-05,19,7
14879,703,2023-02-13,53,2
14880,3410,2023-02-25,40,10
14881,7849,2023-06-07,10,12
14882,4756,2023-03-23,48,2
14883,614,2023-06-19,48,6
14884,3609,2023-06-04,54,1
14885,9963,2023-06-09,45,5
14886,6124,2023-05-05,7,2
14887,2334,2023-03-19,18,2
14888,5504,2023-04-20,48,12
14889,584,2023-06-02,56,8
14890,3609,2023-05-13,59,7
14891,8286,2023-04-19,41,4
14892,8862,2023-06-02,14,10
14893,1485,2023-04-15,10,3
14894,4127,2023-05-08,50,12
14895,8800,2023-06-19,18,14
14896,9508,2023-05-18,30,14
14897,6825,2023-05-12,8,9
14898,925,2023-04-06,49,8
14899,6050,2023-05-31,56,9
14900,7699,2023-04-26,37,7
14901,6106,2023-04-24,58,8
14902,9451,2023-05-29,59,11
14903,4381,2023-06-14,53,6
14904,4436,2023-06-07,35,5
14905,4633,2023-06-11,16,12
14906,8425,2023-05-29,49,13
14907,5175,2023-05-28,3,7
14908,5560,2023-05-05,31,5
14909,4733,2023-05-12,23,11
14910,1321,2023-06-22,36,7
14911,130,2023-06-07,52,12
14912,5638,2023-05-26,48,8
14913,8420,2023-06-15,22,14
14914,4283,2023-03-10,46,11
14915,5313,2023-05-23,33,4
14916,7455,2023-05-22,38,7
14917,3931,2023-05-20,29,14
14918,1389,2023-06-21,9,5
14919,7214,2023-06-26,5,3
14920,1582,2023-06-02,20,7
14921,5377,2023-04-15,44,8
14922,8927,2023-04-24,47,5
14923,4114,2023-04-01,18,14
14924,3953,2023-06-16,28,4
14925,9440,2023-06-20,8,8
14926,993,2023-04-11,59,2
14927,780,2023-05-12,33,10
14928,3352,2023-04-23,53,6
14929,2071,2023-04-10,22,4
14930,6421,2023-03-09,20,12
14931,1734,2023-02-22,54,14
14932,2682,2023-03-04,33,7
14933,2157,2023-05-15,58,1
14934,3815,2023-06-19,36,7
14935,7909,2023-06-08,9,13
14936,2334,2023-05-27,21,13
14937,2298,2023-06-01,32,10
14938,2815,2023-02-27,28,10
14939,4981,2023-02-08,15,5
14940,2945,2023-04-15,27,11
14941,3181,2023-06-21,46,2
14942,1905,2023-06-20,16,3
14943,4936,2023-05-25,44,7
14944,3400,2023-06-11,31,11
14945,1256,2023-04-17,33,6
14946,6833,2023-05-09,58,12
14947,8148,2023-06-22,28,4
14948,428,2023-05-26,23,9
14949,2603,2023-06-29,56,4
14950,8241,2023-06-24,40,13
14951,180,2023-05-02,22,9
14952,4768,2023-03-09,51,1
14953,9834,2023-06-20,58,2
14954,7991,2023-06-17,11,4
14955,530,2023-06-15,23,13
14956,6102,2023-04-28,58,3
14957,4027,2023-06-05,23,4
14958,5917,2023-05-30,20,10
14959,4278,2023-06-10,1,7
14960,2644,2023-03-24,15,11
14961,8873,2023-06-07,18,5
14962,5000,2023-03-30,50,6
14963,6955,2023-03-18,24,2
14964,3044,2023-06-24,29,7
14965,2995,2023-06-16,47,8
14966,4232,2023-04-01,23,4
14967,5757,2023-06-15,40,5
14968,7689,2023-01-31,44,2
14969,3662,2023-04-07,54,9
14970,5550,2023-04-03,52,1
14971,4641,2023-03-19,32,14
14972,314,2023-06-16,59,8
14973,6223,2023-06-20,30,7
14974,3294,2023-06-11,41,13
14975,8542,2023-02-06,55,11
14976,8095,2023-04-30,7,5
14977,6085,2023-05-02,25,5
14978,4179,2023-06-19,52,11
14979,7472,2023-05-22,29,12
14980,8064,2023-06-19,25,8
14981,4581,2023-03-02,19,13
14982,8522,2023-03-09,44,2
14983,6784,2023-05-17,21,4
14984,7524,2023-06-04,55,2
14985,1953,2023-05-08,24,13
14986,445,2023-06-17,38,5
14987,9304,2023-06-16,33,13
14988,3343,2023-05-26,45,12
14989,9757,2023-03-07,26,5
14990,1767,2023-05-24,40,4
14991,5275,2023-06-25,13,8
14992,7956,2023-04-27,2,11
14993,8100,2023-06-17,43,1
14994,2062,2023-05-11,1,8
14995,8701,2023-05-28,34,12
14996,549,2023-06-28,58,7
14997,5604,2023-06-27,20,11
14998,9432,2023-02-24,1,12
14999,9265,2023-04-15,41,10
15000,5867,2023-04-23,26,1
15001,7610,2023-03-28,50,5
15002,2013,2023-05-09,20,11
15003,6159,2023-05-07,18,6
15004,517,2023-05-05,40,12
15005,5102,2023-06-23,51,2
15006,7777,2023-06-11,36,5
15007,6887,2023-06-22,30,5
15008,4993,2023-06-27,28,6
15009,6447,2023-06-17,18,11
15010,1000,2023-05-31,29,8
15011,3065,2023-06-24,56,4
15012,4232,2023-06-22,34,12
15013,4056,2023-05-28,42,8
15014,8430,2023-04-17,26,12
15015,8279,2023-05-29,27,2
15016,2276,2023-05-14,31,8
15017,7740,2023-04-25,29,13
15018,7690,2023-05-29,13,6
15019,1604,2023-06-28,36,4
15020,8790,2023-03-31,59,11
15021,5995,2023-06-21,49,3
15022,5935,2023-05-25,33,4
15023,2085,2023-06-04,59,14
15024,1492,2023-06-06,7,2
15025,2091,2023-06-13,26,12
15026,1305,2023-06-25,33,2
15027,2802,2023-05-21,50,7
15028,2706,2023-06-18,19,13
15029,4860,2023-06-07,2,13
15030,4398,2023-03-30,48,2
15031,7335,2023-04-28,35,4
15032,334,2023-06-17,22,8
15033,8048,2023-03-03,52,3
15034,1278,2023-06-12,24,7
15035,854,2023-03-30,33,14
15036,7590,2023-06-27,2,7
15037,6839,2023-05-03,7,1
15038,2821,2023-05-16,30,2
15039,113,2023-05-31,36,2
15040,8581,2023-06-17,7,6
15041,4786,2023-05-31,9,10
15042,9619,2023-04-27,24,10
15043,9237,2023-04-12,24,9
15044,5421,2023-03-07,59,11
15045,7136,2023-06-03,43,14
15046,6616,2023-04-02,59,7
15047,2851,2023-06-03,25,9
15048,1874,2023-06-26,43,4
15049,6905,2023-04-16,4,5
15050,8206,2023-06-07,59,12
15051,5718,2023-06-20,56,6
15052,8807,2023-04-24,3,14
15053,2270,2023-06-24,17,9
15054,4785,2023-05-08,46,5
15055,5836,2023-05-15,13,3
15056,3550,2023-04-17,34,3
15057,3075,2023-06-03,35,5
15058,2152,2023-06-13,9,12
15059,3739,2023-06-29,56,1
15060,732,2023-06-05,12,9
15061,4085,2023-05-26,35,7
15062,5493,2023-06-22,50,4
15063,7679,2023-03-17,55,13
15064,8079,2023-04-06,21,6
15065,4979,2023-06-28,39,8
15066,7661,2023-06-25,34,1
15067,2800,2023-05-28,37,14
15068,3855,2023-02-16,16,5
15069,2206,2023-03-09,42,4
15070,1965,2023-05-21,28,14
15071,1205,2023-06-23,53,14
15072,4397,2023-06-13,59,13
15073,6589,2023-06-11,22,14
15074,4174,2023-06-23,6,7
15075,9942,2023-06-01,52,11
15076,5322,2023-06-27,36,11
15077,4324,2023-06-27,40,5
15078,7814,2023-03-10,22,8
15079,2593,2023-06-19,9,10
15080,7996,2023-03-28,44,8
15081,6947,2023-06-05,27,2
15082,1089,2023-06-05,30,10
15083,5978,2023-06-09,23,14
15084,7374,2023-06-17,45,11
15085,1457,2023-02-02,34,13
15086,1090,2023-06-23,10,6
15087,6574,2023-03-24,57,4
15088,679,2023-06-23,56,6
15089,8271,2023-06-12,16,11
15090,9651,2023-06-08,50,3
15091,2453,2023-05-08,41,5
15092,3854,2023-06-10,57,13
15093,2465,2023-06-06,28,14
15094,6679,2023-05-24,12,9
15095,7380,2023-06-25,12,14
15096,166,2023-05-20,25,13
15097,3887,2023-03-14,13,10
15098,7744,2023-05-12,58,11
15099,7910,2023-04-15,48,11
15100,8961,2023-04-03,40,5
15101,4420,2023-06-19,34,10
15102,7382,2023-06-28,16,13
15103,6860,2023-04-13,45,14
15104,9753,2023-06-23,28,1
15105,5748,2023-06-28,56,1
15106,185,2023-05-23,26,11
15107,4999,2023-05-28,24,10
15108,5048,2023-05-29,34,2
15109,6055,2023-06-10,11,8
15110,7110,2023-04-07,36,6
15111,6227,2023-05-31,48,4
15112,8943,2023-06-22,2,10
15113,7319,2023-06-09,45,1
15114,650,2023-06-11,49,4
15115,676,2023-06-23,13,6
15116,643,2023-04-08,33,11
15117,7240,2023-06-27,36,13
15118,2381,2023-06-18,45,11
15119,4493,2023-04-30,35,12
15120,2691,2023-06-02,46,5
15121,1599,2023-06-29,50,1
15122,9858,2023-06-23,46,14
15123,6077,2023-06-26,54,1
15124,1979,2023-06-17,43,12
15125,779,2023-03-29,13,14
15126,7429,2023-06-24,48,6
15127,2883,2023-05-13,48,8
15128,8800,2023-06-11,22,11
15129,7743,2023-04-01,25,12
15130,5508,2023-01-15,11,9
15131,751,2023-05-22,27,7
15132,541,2023-03-22,1,10
15133,8337,2023-05-31,46,5
15134,991,2023-03-01,42,3
15135,2723,2023-06-04,20,11
15136,9904,2023-06-10,7,10
15137,3069,2023-06-21,53,11
15138,1111,2023-04-22,20,3
15139,6448,2023-06-22,19,4
15140,4063,2023-05-12,42,12
15141,9209,2023-04-26,3,14
15142,5057,2023-06-28,5,3
15143,6773,2023-05-16,54,10
15144,5323,2023-05-23,6,6
15145,1281,2023-05-08,16,2
15146,3305,2023-04-19,54,4
15147,1620,2023-06-21,21,7
15148,9798,2023-03-19,10,2
15149,611,2023-05-26,45,4
15150,4262,2023-04-28,49,2
15151,6302,2023-04-06,8,3
15152,4595,2023-06-23,37,13
15153,4406,2023-06-20,46,1
15154,2015,2023-05-31,15,3
15155,1936,2023-06-05,51,6
15156,3688,2023-02-27,24,6
15157,9488,2023-06-07,48,12
15158,2331,2023-03-04,42,14
15159,2660,2023-06-04,56,12
15160,7567,2023-03-25,5,11
15161,1070,2023-05-27,42,7
15162,4598,2023-06-26,43,13
15163,6044,2023-06-20,12,13
15164,5793,2023-06-28,29,14
15165,7567,2023-05-27,18,7
15166,4409,2023-01-27,48,12
15167,1732,2023-06-07,37,5
15168,7956,2023-04-20,44,11
15169,4612,2023-06-04,3,4
15170,775,2023-06-29,44,3
15171,987,2023-05-02,45,3
15172,2361,2023-05-27,58,10
15173,2950,2023-04-29,27,3
15174,7479,2023-06-26,46,12
15175,7839,2023-06-01,22,6
15176,7488,2023-06-07,6,7
15177,4516,2023-03-03,41,10
15178,6235,2023-06-29,36,12
15179,7181,2023-05-13,19,7
15180,5195,2023-06-29,48,11
15181,3445,2023-03-22,40,1
15182,3401,2023-04-23,26,11
15183,4040,2023-04-04,18,2
15184,1034,2023-06-29,41,11
15185,450,2023-04-10,37,6
15186,8856,2023-06-27,30,8
15187,6499,2023-04-04,4,1
15188,3403,2023-06-28,48,3
15189,3589,2023-06-13,18,10
15190,2055,2023-05-01,59,11
15191,3173,2023-04-04,16,13
15192,8422,2023-06-20,28,13
15193,1793,2023-06-28,42,1
15194,8849,2023-06-20,33,4
15195,8466,2023-06-28,12,2
15196,6724,2023-05-29,56,3
15197,7949,2023-06-11,2,2
15198,7237,2023-05-25,59,13
15199,8086,2023-05-23,20,10
15200,922,2023-05-21,53,13
15201,9540,2023-03-19,15,3
15202,3717,2023-06-12,52,6
15203,1598,2023-04-27,44,7
15204,8265,2023-04-26,39,11
15205,5188,2023-06-23,24,2
15206,3662,2023-03-20,52,5
15207,2738,2023-03-27,58,8
15208,6963,2023-03-28,34,5
15209,6146,2023-04-04,2,12
15210,8756,2023-03-16,34,5
15211,4162,2023-06-22,28,5
15212,1116,2023-06-04,19,10
15213,1208,2023-06-24,48,3
15214,4840,2023-03-02,32,8
15215,372,2023-04-04,32,8
15216,6230,2023-03-12,58,8
15217,5948,2023-06-16,50,4
15218,2360,2023-06-23,29,1
15219,420,2023-06-13,36,13
15220,9089,2023-04-07,2,9
15221,7522,2023-03-28,44,11
15222,2147,2023-06-11,40,11
15223,8117,2023-05-13,38,11
15224,1021,2023-06-11,39,14
15225,5509,2023-06-15,1,10
15226,8619,2023-06-29,24,5
15227,3307,2023-04-02,9,9
15228,8587,2023-05-07,51,10
15229,1056,2023-06-24,51,13
15230,3439,2023-05-06,19,11
15231,2652,2023-05-09,22,5
15232,9074,2023-06-10,48,4
15233,6923,2023-05-23,31,9
15234,8475,2023-03-23,25,9
15235,9292,2023-04-01,53,12
15236,3085,2023-06-28,12,13
15237,8543,2023-02-18,11,7
15238,547,2023-03-17,23,9
15239,6681,2023-06-26,52,10
15240,4062,2023-05-19,58,5
15241,804,2023-03-28,50,10
15242,661,2023-01-07,6,3
15243,2359,2023-06-24,15,8
15244,6180,2023-06-23,19,11
15245,8092,2023-05-21,9,14
15246,9612,2023-06-07,28,5
15247,9418,2023-06-11,30,10
15248,9389,2023-05-07,26,7
15249,1544,2023-03-24,46,3
15250,6987,2023-03-27,50,13
15251,5757,2023-06-19,20,2
15252,6033,2023-04-17,45,3
15253,6383,2023-05-31,36,11
15254,9897,2023-04-14,51,2
15255,1423,2023-06-10,51,8
15256,2643,2023-04-17,30,3
15257,5715,2023-06-29,34,11
15258,4170,2023-06-12,52,14
15259,796,2023-03-24,18,7
15260,485,2023-06-16,3,13
15261,3225,2023-06-20,3,8
15262,4771,2023-04-11,27,11
15263,1061,2023-06-18,25,11
15264,4027,2023-06-14,12,2
15265,7768,2023-06-24,44,1
15266,1896,2023-06-21,21,10
15267,4977,2023-06-14,42,7
15268,757,2023-06-07,47,8
15269,7737,2023-06-13,28,6
15270,5821,2023-06-06,45,13
15271,1663,2023-06-03,24,10
15272,3068,2023-04-02,13,13
15273,3579,2023-05-31,55,6
15274,6625,2023-01-24,12,10
15275,2934,2023-06-27,11,12
15276,8170,2023-06-20,50,1
15277,1504,2023-04-21,20,8
15278,828,2023-05-08,54,2
15279,9760,2023-05-10,32,12
15280,1239,2023-05-28,31,7
15281,3909,2023-03-08,24,6
15282,7869,2023-06-28,14,2
15283,2375,2023-05-22,45,5
15284,8866,2023-04-23,32,4
15285,970,2023-04-15,51,6
15286,632,2023-03-01,23,11
15287,9814,2023-05-25,40,12
15288,2963,2023-06-22,19,11
15289,5159,2023-03-02,15,7
15290,3885,2023-06-17,14,2
15291,9561,2023-06-28,50,5
15292,5005,2023-05-01,19,9
15293,374,2023-04-22,13,1
15294,1503,2023-06-02,8,5
15295,1218,2023-06-29,46,6
15296,9324,2023-05-20,4,2
15297,9860,2023-04-18,31,7
15298,8948,2023-04-26,2,2
15299,1330,2023-05-30,30,2
15300,8535,2023-05-18,36,6
15301,8209,2023-03-24,19,8
15302,9916,2023-06-21,48,1
15303,4359,2023-05-04,19,6
15304,4377,2023-06-28,46,9
15305,8691,2023-06-07,28,14
15306,5656,2023-05-09,19,6
15307,7794,2023-05-29,23,1
15308,6241,2023-04-04,53,2
15309,1373,2023-04-04,44,11
15310,6721,2023-06-04,21,6
15311,4269,2023-05-09,27,3
15312,2461,2023-04-03,42,2
15313,6175,2023-06-16,45,5
15314,159,2023-02-20,30,7
15315,621,2023-04-02,43,2
15316,8434,2023-05-24,33,1
15317,3260,2023-06-17,3,5
15318,3256,2023-06-29,21,7
15319,5792,2023-05-03,41,5
15320,2654,2023-05-29,56,8
15321,2237,2023-05-05,34,14
15322,3660,2023-06-07,14,10
15323,4544,2023-06-16,1,8
15324,266,2023-05-24,15,3
15325,9626,2023-06-28,3,13
15326,9285,2023-06-29,48,11
15327,3401,2023-05-19,51,5
15328,926,2023-06-19,5,3
15329,5418,2023-06-28,28,10
15330,2244,2023-06-16,31,10
15331,1886,2023-03-24,10,3
15332,4746,2023-05-29,46,9
15333,5839,2023-06-03,5,4
15334,6613,2023-06-29,15,1
15335,3590,2023-06-16,31,8
15336,5185,2023-05-22,40,10
15337,3786,2023-06-23,54,2
15338,9090,2023-05-24,19,13
15339,3576,2023-05-17,57,11
15340,1417,2023-05-27,28,10
15341,4689,2023-05-20,28,7
15342,5987,2023-04-30,12,10
15343,3643,2023-06-22,19,7
15344,8057,2023-06-21,21,10
15345,4828,2023-06-28,3,8
15346,5363,2023-03-30,4,8
15347,262,2023-05-01,54,11
15348,5529,2023-05-26,49,7
15349,9663,2023-06-16,46,3
15350,9403,2023-04-21,3,6
15351,3674,2023-06-06,29,1
15352,942,2023-06-29,58,2
15353,2294,2023-03-04,58,13
15354,5007,2023-04-02,39,7
15355,8002,2023-05-21,10,12
15356,5462,2023-05-08,35,4
15357,8156,2023-06-20,42,14
15358,4753,2023-02-05,3,10
15359,5143,2023-05-26,51,1
15360,1758,2023-05-16,16,13
15361,3433,2023-06-24,38,13
15362,848,2023-02-06,30,7
15363,4720,2023-06-21,26,10
15364,9198,2023-06-11,1,2
15365,1111,2023-04-21,16,5
15366,7137,2023-06-16,19,3
15367,290,2023-06-06,12,3
15368,5577,2023-06-04,5,2
15369,9104,2023-04-13,55,8
15370,1381,2023-06-26,24,4
15371,9840,2023-04-01,22,8
15372,3825,2023-06-29,11,11
15373,1292,2023-04-21,26,1
15374,9815,2023-05-25,56,13
15375,1763,2023-04-15,21,14
15376,4180,2023-06-23,45,4
15377,6684,2023-05-12,49,8
15378,1438,2023-05-24,9,9
15379,7627,2023-03-26,25,8
15380,3890,2023-04-19,51,6
15381,5080,2023-02-11,31,4
15382,6495,2023-04-06,45,9
15383,7855,2023-06-28,3,4
15384,8549,2023-06-20,25,14
15385,8353,2023-06-18,38,8
15386,6830,2023-06-20,25,2
15387,3067,2023-05-10,28,3
15388,9713,2023-03-11,9,14
15389,5532,2023-03-30,31,11
15390,564,2023-06-08,23,8
15391,3261,2023-05-12,9,4
15392,3992,2023-06-26,52,8
15393,10,2023-04-21,19,5
15394,682,2023-04-05,2,13
15395,6309,2023-05-29,35,5
15396,8719,2023-06-20,9,3
15397,7836,2023-06-26,30,13
15398,8869,2023-03-26,19,10
15399,8385,2023-03-18,32,8
15400,5517,2023-05-31,21,10
15401,4923,2023-03-25,3,4
15402,488,2023-06-16,23,12
15403,8478,2023-05-27,24,6
15404,9460,2023-06-19,34,3
15405,7232,2023-06-28,53,11
15406,9027,2023-06-13,45,11
15407,9492,2023-06-21,17,8
15408,1123,2023-05-20,25,2
15409,3582,2023-03-09,2,6
15410,7024,2023-06-24,34,12
15411,3212,2023-06-05,42,8
15412,2157,2023-06-06,54,10
15413,2291,2023-04-18,48,2
15414,9257,2023-04-10,45,5
15415,3792,2023-03-17,40,1
15416,5344,2023-04-14,54,8
15417,9569,2023-05-15,31,8
15418,347,2023-06-26,50,10
15419,1759,2023-04-30,21,7
15420,1339,2023-05-12,11,2
15421,4992,2023-02-08,41,2
15422,2697,2023-06-16,34,1
15423,5229,2023-05-23,55,8
15424,454,2023-04-19,5,10
15425,9502,2023-06-09,10,4
15426,8282,2023-06-19,38,6
15427,9512,2023-06-29,51,11
15428,1543,2023-06-20,56,5
15429,2504,2023-06-04,52,11
15430,3003,2023-01-27,24,13
15431,1163,2023-06-20,46,9
15432,5635,2023-06-24,23,14
15433,1924,2023-06-10,16,5
15434,1789,2023-05-12,12,6
15435,7188,2023-06-29,50,14
15436,5893,2023-03-21,16,2
15437,5517,2023-06-24,34,7
15438,8637,2023-06-14,14,10
15439,4141,2023-04-23,21,5
15440,3893,2023-05-24,1,12
15441,5400,2023-06-22,38,2
15442,6366,2023-06-15,54,4
15443,5641,2023-04-22,31,9
15444,6456,2023-03-29,44,10
15445,4429,2023-05-03,52,10
15446,1357,2023-02-20,39,3
15447,4064,2023-06-02,36,12
15448,4295,2023-06-20,33,7
15449,8703,2023-05-16,31,4
15450,9258,2023-06-26,20,12
15451,2561,2023-06-13,33,7
15452,5184,2023-06-01,28,13
15453,7388,2023-06-23,30,3
15454,2632,2023-05-13,46,3
15455,3599,2023-03-28,20,12
15456,3476,2023-06-27,6,9
15457,8698,2023-05-01,53,9
15458,3885,2023-05-12,11,13
15459,3664,2023-05-30,23,2
15460,6574,2023-06-28,5,9
15461,8767,2023-06-20,36,5
15462,3980,2023-05-12,19,1
15463,7860,2023-05-27,35,9
15464,4312,2023-06-16,7,1
15465,7557,2023-05-16,34,10
15466,5679,2023-06-06,21,4
15467,7334,2023-02-12,25,13
15468,3883,2023-05-31,1,11
15469,1734,2023-05-22,58,1
15470,6280,2023-06-22,54,7
15471,4786,2023-05-27,33,3
15472,8782,2023-04-10,39,2
15473,3977,2023-06-10,2,10
15474,5261,2023-05-12,59,11
15475,6169,2023-05-31,44,14
15476,4127,2023-05-21,16,7
15477,683,2023-04-14,59,1
15478,5477,2023-05-26,47,14
15479,5127,2023-02-21,1,1
15480,7669,2023-05-24,53,3
15481,1226,2023-05-20,39,4
15482,4742,2023-05-15,54,3
15483,1241,2023-05-29,33,3
15484,8646,2023-06-21,41,9
15485,6445,2023-06-05,9,11
15486,9361,2023-06-14,34,11
15487,8022,2023-06-28,22,13
15488,704,2023-05-31,17,14
15489,7623,2023-06-16,14,6
15490,8824,2023-06-25,17,8
15491,7015,2023-06-12,53,11
15492,5524,2023-06-20,51,3
15493,3335,2023-04-08,58,9
15494,8575,2023-03-03,59,14
15495,5282,2023-06-18,11,4
15496,8709,2023-06-23,46,1
15497,2438,2023-06-20,25,8
15498,6624,2023-03-02,37,1
15499,6433,2023-05-23,38,1
15500,2731,2023-03-30,20,9
15501,955,2023-05-13,59,13
15502,5921,2023-06-22,9,14
15503,3261,2023-05-15,31,13
15504,1170,2023-04-19,7,9
15505,2983,2023-06-08,43,13
15506,1183,2023-06-25,38,12
15507,8273,2023-04-13,11,6
