event_id,user_id,event_type,event_date
8756,2386,visit,2023-04-21
8757,6222,visit,2023-04-11
8758,5159,purchase,2023-06-24
8759,5044,visit,2023-04-28
8760,3870,purchase,2023-04-23
8761,7953,visit,2023-06-26
8762,751,add_to_cart,2023-06-21
8763,663,signup,2023-04-07
8764,684,signup,2023-05-29
8765,8099,add_to_cart,2023-04-24
8766,2369,purchase,2023-04-27
8767,2037,signup,2023-06-14
8768,1587,signup,2023-05-05
8769,9761,add_to_cart,2023-04-19
8770,2353,signup,2023-03-10
8771,5411,signup,2023-02-21
8772,7677,add_to_cart,2023-05-28
8773,8209,add_to_cart,2023-04-03
8774,1614,signup,2023-02-26
8775,9361,signup,2023-04-04
8776,9982,signup,2023-01-20
8777,2780,purchase,2023-06-18
8778,3882,add_to_cart,2023-05-25
8779,3533,signup,2023-04-24
8780,1780,visit,2023-01-19
8781,7368,signup,2023-02-17
8782,8841,visit,2023-05-07
8783,4508,visit,2023-05-16
8784,6277,signup,2023-01-07
8785,6208,visit,2023-03-26
8786,9397,add_to_cart,2023-05-26
8787,815,add_to_cart,2023-04-21
8788,4785,visit,2023-05-20
8789,7100,signup,2023-05-03
8790,9888,add_to_cart,2023-01-17
8791,8491,add_to_cart,2023-01-27
8792,381,signup,2023-03-21
8793,8513,visit,2023-03-18
8794,8699,visit,2023-06-10
8795,5922,visit,2023-04-30
8796,6368,visit,2023-02-28
8797,8123,add_to_cart,2023-02-05
8798,9115,add_to_cart,2023-02-10
8799,3999,signup,2023-04-11
8800,1294,add_to_cart,2023-03-30
8801,1939,signup,2023-02-13
8802,1692,visit,2023-04-09
8803,4946,add_to_cart,2023-06-10
8804,3008,purchase,2023-02-10
8805,7108,visit,2023-03-12
8806,7913,signup,2023-05-05
8807,1022,visit,2023-01-23
8808,3825,signup,2023-04-04
8809,7627,purchase,2023-03-29
8810,4798,add_to_cart,2023-05-24
8811,8030,add_to_cart,2023-02-14
8812,6117,visit,2023-05-07
8813,5058,signup,2023-05-22
8814,2787,signup,2023-03-24
8815,8620,signup,2023-04-15
8816,6146,signup,2023-02-02
8817,8556,visit,2023-01-27
8818,9615,visit,2023-04-08
8819,5866,visit,2023-03-15
8820,2104,visit,2023-06-10
8821,9325,signup,2023-05-26
8822,6961,signup,2023-05-16
8823,3998,add_to_cart,2023-04-06
8824,3238,signup,2023-03-07
8825,7388,visit,2023-06-11
8826,185,signup,2023-03-25
8827,6560,visit,2023-06-07
8828,371,visit,2023-05-06
8829,4585,signup,2023-05-05
8830,9685,purchase,2023-05-15
8831,9482,visit,2023-01-30
8832,2008,visit,2023-06-11
8833,5552,visit,2023-01-31
8834,1147,visit,2023-06-10
8835,6363,purchase,2023-02-20
8836,4575,visit,2023-04-26
8837,5765,add_to_cart,2023-06-25
8838,6169,signup,2023-04-16
8839,4332,signup,2023-06-15
8840,429,visit,2023-03-27
8841,4447,visit,2023-06-08
8842,6840,add_to_cart,2023-04-25
8843,5670,visit,2023-02-07
8844,8279,visit,2023-05-10
8845,2429,signup,2023-05-08
8846,3781,signup,2023-03-22
8847,5303,signup,2023-04-06
8848,2042,visit,2023-05-06
8849,6983,add_to_cart,2023-04-13
8850,8962,visit,2023-04-26
8851,8629,visit,2023-06-19
8852,2256,visit,2023-01-20
8853,2630,visit,2023-04-20
8854,7498,add_to_cart,2023-06-17
8855,4849,purchase,2023-03-26
8856,4822,visit,2023-01-04
8857,8042,visit,2023-06-26
8858,4734,signup,2023-03-24
8859,446,signup,2023-05-29
8860,3698,visit,2023-03-21
8861,927,visit,2023-05-29
8862,6111,signup,2023-03-15
8863,1630,signup,2023-04-14
8864,2636,signup,2023-04-10
8865,5883,visit,2023-06-26
8866,8796,visit,2023-03-15
8867,5715,visit,2023-05-24
8868,6220,signup,2023-05-02
8869,8813,signup,2023-03-05
8870,8072,purchase,2023-04-04
8871,7200,signup,2023-02-06
8872,9496,add_to_cart,2023-06-03
8873,6439,signup,2023-04-27
8874,7400,add_to_cart,2023-03-01
8875,8323,visit,2023-06-19
8876,4874,add_to_cart,2023-04-05
8877,2614,signup,2023-04-03
8878,6449,add_to_cart,2023-01-07
8879,9075,visit,2023-06-25
8880,8597,add_to_cart,2023-04-25
8881,9094,signup,2023-01-12
8882,4233,visit,2023-03-15
8883,7052,signup,2023-03-08
8884,3052,signup,2023-05-30
8885,8052,signup,2023-03-04
8886,4165,add_to_cart,2023-03-12
8887,7809,visit,2023-03-28
8888,5902,add_to_cart,2023-01-29
8889,123,signup,2023-04-11
8890,7441,signup,2023-06-28
8891,402,signup,2023-05-09
8892,9099,visit,2023-04-26
8893,1733,signup,2023-01-27
8894,3529,signup,2023-01-26
8895,5482,visit,2023-04-12
8896,5261,signup,2023-01-06
8897,1538,visit,2023-03-16
8898,8524,visit,2023-05-03
8899,827,purchase,2023-02-16
8900,4806,visit,2023-06-04
8901,7748,visit,2023-04-10
8902,821,purchase,2023-03-29
8903,3210,signup,2023-06-04
8904,7407,purchase,2023-03-16
8905,1543,visit,2023-01-29
8906,5767,signup,2023-04-01
8907,9907,add_to_cart,2023-04-06
8908,9374,visit,2023-06-02
8909,5998,signup,2023-06-17
8910,6352,visit,2023-03-05
8911,5234,signup,2023-06-25
8912,5860,visit,2023-04-14
8913,7669,add_to_cart,2023-03-29
8914,4974,visit,2023-01-31
8915,8745,add_to_cart,2023-01-06
8916,8604,signup,2023-05-26
8917,6547,purchase,2023-03-27
8918,9045,visit,2023-03-04
8919,6765,visit,2023-02-28
8920,879,add_to_cart,2023-01-24
8921,1894,visit,2023-04-30
8922,4233,visit,2023-05-05
8923,9607,signup,2023-01-31
8924,4661,purchase,2023-05-11
8925,9139,visit,2023-04-06
8926,5897,add_to_cart,2023-03-04
8927,7026,purchase,2023-03-13
8928,1592,visit,2023-05-29
8929,6972,visit,2023-06-24
8930,1207,visit,2023-06-29
8931,5980,visit,2023-02-15
8932,2795,add_to_cart,2023-06-28
8933,5823,add_to_cart,2023-04-25
8934,529,signup,2023-02-27
8935,2531,signup,2023-02-23
8936,7436,signup,2023-04-12
8937,8654,signup,2023-03-21
8938,5430,visit,2023-01-13
8939,6600,signup,2023-02-17
8940,6669,signup,2023-01-15
8941,93,visit,2023-05-01
8942,146,purchase,2023-04-13
8943,5305,visit,2023-01-08
8944,1727,add_to_cart,2023-03-30
8945,1037,add_to_cart,2023-01-08
8946,2575,add_to_cart,2023-04-08
8947,6248,visit,2023-06-17
8948,2045,visit,2023-01-10
8949,6134,visit,2023-01-13
8950,9727,visit,2023-05-19
8951,5519,signup,2023-04-07
8952,2251,purchase,2023-06-01
8953,739,add_to_cart,2023-06-24
8954,9669,visit,2023-01-12
8955,4920,visit,2023-05-31
8956,2827,purchase,2023-01-31
8957,5438,purchase,2023-01-17
8958,6017,signup,2023-05-21
8959,7807,visit,2023-05-29
8960,8571,visit,2023-01-04
8961,8642,visit,2023-01-16
8962,3693,add_to_cart,2023-06-29
8963,4460,visit,2023-01-02
8964,5004,add_to_cart,2023-05-14
8965,5828,purchase,2023-05-25
8966,4145,visit,2023-03-21
8967,2863,visit,2023-03-23
8968,3180,add_to_cart,2023-03-12
8969,2076,visit,2023-01-02
8970,9389,add_to_cart,2023-01-26
8971,3818,add_to_cart,2023-01-21
8972,5668,visit,2023-06-11
8973,5349,visit,2023-05-29
8974,3289,signup,2023-01-26
8975,7214,purchase,2023-03-13
8976,9852,visit,2023-06-01
8977,4489,signup,2023-06-11
8978,8366,visit,2023-05-23
8979,6019,visit,2023-03-31
8980,9126,visit,2023-06-13
8981,4212,signup,2023-06-07
8982,9501,visit,2023-05-08
8983,1678,signup,2023-03-05
8984,960,visit,2023-05-17
8985,1030,purchase,2023-04-29
8986,9690,visit,2023-04-13
8987,7350,purchase,2023-05-03
8988,7913,purchase,2023-03-10
8989,2720,signup,2023-04-18
8990,2124,visit,2023-06-25
8991,7587,signup,2023-01-09
8992,1279,signup,2023-06-21
8993,6192,signup,2023-03-24
8994,9153,signup,2023-05-19
8995,2117,visit,2023-01-28
8996,9464,add_to_cart,2023-05-01
8997,1355,signup,2023-06-19
8998,5820,add_to_cart,2023-05-02
8999,1685,add_to_cart,2023-03-02
9000,6744,add_to_cart,2023-06-17
9001,3165,visit,2023-04-10
9002,2354,signup,2023-03-09
9003,8624,add_to_cart,2023-06-15
9004,8205,visit,2023-02-05
9005,1882,visit,2023-05-20
9006,6246,purchase,2023-06-20
9007,4748,visit,2023-06-08
9008,8579,add_to_cart,2023-02-27
9009,6831,signup,2023-02-07
9010,6355,visit,2023-06-01
9011,8264,visit,2023-01-22
9012,5750,visit,2023-05-01
9013,488,purchase,2023-02-21
9014,4197,visit,2023-04-01
9015,2236,add_to_cart,2023-06-12
9016,972,visit,2023-06-06
9017,8219,signup,2023-04-13
9018,2453,signup,2023-06-02
9019,5248,visit,2023-04-25
9020,5089,visit,2023-01-06
9021,7959,signup,2023-06-03
9022,4107,signup,2023-04-09
9023,612,visit,2023-02-17
9024,2016,visit,2023-02-07
9025,8778,purchase,2023-04-25
9026,9310,signup,2023-03-13
9027,3456,add_to_cart,2023-05-08
9028,3254,visit,2023-01-10
9029,8159,visit,2023-06-13
9030,7055,purchase,2023-05-31
9031,358,signup,2023-04-22
9032,5842,add_to_cart,2023-02-06
9033,6254,purchase,2023-04-13
9034,387,signup,2023-02-02
9035,480,signup,2023-04-20
9036,4680,add_to_cart,2023-01-13
9037,1416,signup,2023-04-19
9038,2320,visit,2023-01-21
9039,723,purchase,2023-04-02
9040,4855,visit,2023-04-28
9041,5340,visit,2023-04-03
9042,5967,add_to_cart,2023-05-12
9043,9639,add_to_cart,2023-03-07
9044,4389,visit,2023-02-25
9045,4199,signup,2023-05-28
9046,3243,signup,2023-02-22
9047,3083,visit,2023-02-02
9048,7662,signup,2023-03-28
9049,3374,visit,2023-01-07
9050,9767,add_to_cart,2023-05-26
9051,7417,visit,2023-05-25
9052,6834,add_to_cart,2023-03-28
9053,525,visit,2023-05-31
9054,7452,visit,2023-05-19
9055,6923,add_to_cart,2023-03-02
9056,1178,signup,2023-05-19
9057,5597,purchase,2023-02-14
9058,3035,visit,2023-01-31
9059,7050,purchase,2023-03-14
9060,8507,visit,2023-04-25
9061,5315,visit,2023-06-14
9062,7843,add_to_cart,2023-04-18
9063,8167,visit,2023-01-14
9064,3916,visit,2023-06-28
9065,4638,add_to_cart,2023-06-19
9066,2276,add_to_cart,2023-06-01
9067,9463,add_to_cart,2023-04-06
9068,1071,signup,2023-03-21
9069,1726,add_to_cart,2023-05-24
9070,6232,add_to_cart,2023-04-30
9071,8396,add_to_cart,2023-06-03
9072,1183,purchase,2023-06-03
9073,8868,visit,2023-03-04
9074,6066,signup,2023-05-26
9075,8011,visit,2023-03-24
9076,7459,visit,2023-03-04
9077,9485,signup,2023-04-03
9078,3304,signup,2023-05-14
9079,4715,signup,2023-06-27
9080,7537,visit,2023-03-21
9081,4260,add_to_cart,2023-05-14
9082,3058,add_to_cart,2023-02-11
9083,9863,visit,2023-03-09
9084,6213,visit,2023-04-05
9085,5809,visit,2023-03-03
9086,9430,visit,2023-04-02
9087,6300,visit,2023-04-18
9088,4612,signup,2023-01-01
9089,9035,visit,2023-02-19
9090,5986,signup,2023-05-31
9091,9266,signup,2023-05-11
9092,1302,add_to_cart,2023-05-18
9093,9902,purchase,2023-06-17
9094,570,add_to_cart,2023-03-03
9095,771,signup,2023-06-08
9096,5755,add_to_cart,2023-02-20
9097,8584,add_to_cart,2023-04-01
9098,595,signup,2023-04-07
9099,9632,purchase,2023-01-22
9100,9423,purchase,2023-02-08
9101,5181,visit,2023-02-06
9102,5483,visit,2023-05-01
9103,7693,visit,2023-03-13
9104,9536,add_to_cart,2023-04-13
9105,6079,visit,2023-03-06
9106,6744,visit,2023-03-10
9107,78,signup,2023-01-06
9108,4996,signup,2023-05-26
9109,3343,visit,2023-05-30
9110,5710,signup,2023-01-15
9111,7605,add_to_cart,2023-04-11
9112,72,add_to_cart,2023-06-07
9113,1176,add_to_cart,2023-06-22
9114,5872,signup,2023-06-18
9115,2009,signup,2023-01-31
9116,1640,add_to_cart,2023-01-22
9117,6266,signup,2023-06-29
9118,5300,visit,2023-02-13
9119,9946,purchase,2023-06-18
9120,7502,visit,2023-04-26
9121,3269,signup,2023-01-28
9122,4398,visit,2023-04-02
9123,7166,visit,2023-05-02
9124,8422,visit,2023-03-03
9125,2710,visit,2023-01-15
9126,6060,visit,2023-03-20
9127,9552,signup,2023-02-06
9128,2045,add_to_cart,2023-06-22
9129,4055,add_to_cart,2023-04-18
9130,9045,signup,2023-01-01
9131,6178,signup,2023-05-07
9132,7434,add_to_cart,2023-06-23
9133,5813,signup,2023-02-15
9134,2345,signup,2023-04-18
9135,9197,visit,2023-05-07
9136,447,add_to_cart,2023-05-06
9137,2605,add_to_cart,2023-03-01
9138,339,visit,2023-02-13
9139,5826,visit,2023-05-03
9140,2038,signup,2023-04-02
9141,9704,visit,2023-02-07
9142,3762,add_to_cart,2023-06-29
9143,5114,add_to_cart,2023-03-10
9144,9282,visit,2023-01-12
9145,1047,signup,2023-03-18
9146,6704,signup,2023-05-22
9147,2911,visit,2023-06-03
9148,658,signup,2023-03-21
9149,5602,signup,2023-06-29
9150,3522,add_to_cart,2023-02-15
9151,1593,add_to_cart,2023-03-11
9152,5516,visit,2023-01-01
9153,5027,purchase,2023-01-15
9154,5339,signup,2023-06-19
9155,7957,visit,2023-05-20
9156,622,signup,2023-04-09
9157,2458,add_to_cart,2023-06-26
9158,4724,visit,2023-04-12
9159,7742,signup,2023-03-11
9160,7384,visit,2023-03-05
9161,399,visit,2023-04-06
9162,4041,add_to_cart,2023-01-08
9163,59,visit,2023-05-14
9164,5849,visit,2023-01-17
9165,726,purchase,2023-05-05
9166,3714,visit,2023-04-14
9167,8692,add_to_cart,2023-04-14
9168,3255,visit,2023-02-21
9169,561,add_to_cart,2023-06-05
9170,4314,signup,2023-02-17
9171,5488,add_to_cart,2023-01-22
9172,5350,purchase,2023-03-02
9173,6320,signup,2023-05-21
9174,5296,signup,2023-03-31
9175,6120,signup,2023-06-13
9176,3430,visit,2023-05-17
9177,8926,signup,2023-01-28
9178,7821,visit,2023-05-24
9179,8788,signup,2023-01-30
9180,9949,signup,2023-06-26
9181,4339,purchase,2023-01-02
9182,4821,visit,2023-05-15
9183,313,add_to_cart,2023-02-20
9184,7645,add_to_cart,2023-05-10
9185,9805,add_to_cart,2023-06-04
9186,8496,visit,2023-04-14
9187,2455,signup,2023-03-31
9188,8437,purchase,2023-01-30
9189,7422,add_to_cart,2023-03-23
9190,8881,signup,2023-06-19
9191,8811,signup,2023-05-01
9192,5590,visit,2023-03-31
9193,3096,signup,2023-05-23
9194,3156,signup,2023-01-14
9195,5128,visit,2023-05-11
9196,681,visit,2023-05-06
9197,9291,signup,2023-04-05
9198,1395,signup,2023-01-28
9199,6787,signup,2023-02-19
9200,1095,visit,2023-02-23
9201,4349,signup,2023-03-10
9202,922,signup,2023-04-29
9203,8994,purchase,2023-04-22
9204,7225,signup,2023-02-23
9205,5910,visit,2023-05-28
9206,248,signup,2023-01-08
9207,7989,visit,2023-01-08
9208,7863,add_to_cart,2023-05-13
9209,8754,visit,2023-03-08
9210,4691,add_to_cart,2023-01-05
9211,1267,add_to_cart,2023-04-01
9212,8095,add_to_cart,2023-03-18
9213,807,purchase,2023-05-26
9214,963,purchase,2023-01-14
9215,6802,signup,2023-05-22
9216,2158,visit,2023-03-18
9217,4017,visit,2023-04-24
9218,7525,visit,2023-05-10
9219,4357,visit,2023-03-16
9220,6553,purchase,2023-02-01
9221,2740,purchase,2023-06-14
9222,4759,visit,2023-03-31
9223,5381,add_to_cart,2023-01-05
9224,666,add_to_cart,2023-01-07
9225,7367,visit,2023-01-16
9226,362,visit,2023-06-23
9227,5867,visit,2023-01-06
9228,1984,visit,2023-05-17
9229,249,visit,2023-03-28
9230,6868,visit,2023-04-04
9231,7239,visit,2023-06-11
9232,1336,signup,2023-05-31
9233,7527,add_to_cart,2023-05-29
9234,1923,purchase,2023-03-11
9235,3807,add_to_cart,2023-01-17
9236,6154,visit,2023-02-21
9237,8995,signup,2023-03-16
9238,3754,visit,2023-02-22
9239,1567,visit,2023-05-14
9240,58,signup,2023-05-20
9241,2910,add_to_cart,2023-03-11
9242,8218,add_to_cart,2023-01-29
9243,3160,signup,2023-04-18
9244,2139,signup,2023-04-23
9245,5190,purchase,2023-05-23
9246,9166,purchase,2023-04-23
9247,3481,add_to_cart,2023-06-16
9248,5485,signup,2023-06-09
9249,9314,visit,2023-03-14
9250,8480,add_to_cart,2023-01-27
9251,3692,signup,2023-04-14
9252,3027,add_to_cart,2023-01-25
9253,9112,visit,2023-03-05
9254,873,visit,2023-03-20
9255,7419,visit,2023-01-29
9256,2458,signup,2023-05-08
9257,463,signup,2023-04-20
9258,2358,signup,2023-05-20
9259,1217,signup,2023-02-21
9260,9321,visit,2023-02-14
9261,790,purchase,2023-01-19
9262,992,signup,2023-05-23
9263,9672,signup,2023-02-13
9264,4811,add_to_cart,2023-01-15
9265,7855,visit,2023-01-19
9266,1049,add_to_cart,2023-03-21
9267,7338,visit,2023-03-29
9268,2963,signup,2023-03-29
9269,8101,add_to_cart,2023-05-30
9270,2168,visit,2023-05-31
9271,1749,add_to_cart,2023-04-04
9272,1315,visit,2023-06-22
9273,4230,visit,2023-02-05
9274,7546,visit,2023-03-21
9275,7041,purchase,2023-01-12
9276,5247,add_to_cart,2023-05-30
9277,2720,visit,2023-01-18
9278,367,visit,2023-03-18
9279,787,signup,2023-03-10
9280,3812,purchase,2023-04-02
9281,754,signup,2023-04-17
9282,4330,visit,2023-02-24
9283,8834,signup,2023-06-22
9284,1713,signup,2023-04-02
9285,1295,visit,2023-05-13
9286,3175,add_to_cart,2023-06-07
9287,7747,visit,2023-01-31
9288,9154,visit,2023-02-05
9289,978,visit,2023-01-29
9290,6905,add_to_cart,2023-05-14
9291,6176,signup,2023-01-04
9292,4836,signup,2023-04-19
9293,473,visit,2023-06-10
9294,9325,visit,2023-02-11
9295,8760,visit,2023-03-19
9296,5579,visit,2023-04-08
9297,2768,visit,2023-01-12
9298,2521,visit,2023-05-27
9299,4314,signup,2023-03-12
9300,8036,visit,2023-04-23
9301,585,visit,2023-01-05
9302,3318,visit,2023-04-10
9303,8704,visit,2023-06-09
9304,5914,add_to_cart,2023-06-18
9305,6791,signup,2023-05-22
9306,2616,signup,2023-03-10
9307,8234,visit,2023-03-30
9308,5679,add_to_cart,2023-02-16
9309,2118,signup,2023-02-01
9310,4618,visit,2023-05-26
9311,5254,purchase,2023-03-18
9312,6066,signup,2023-06-25
9313,4663,visit,2023-04-04
9314,662,signup,2023-03-22
9315,5531,add_to_cart,2023-05-08
9316,7314,add_to_cart,2023-01-03
9317,1129,purchase,2023-02-15
9318,2118,add_to_cart,2023-03-24
9319,8186,purchase,2023-06-20
9320,7440,add_to_cart,2023-06-01
9321,3423,visit,2023-05-10
9322,4074,visit,2023-02-13
9323,9096,add_to_cart,2023-04-30
9324,4388,signup,2023-05-21
9325,7932,add_to_cart,2023-04-17
9326,9528,visit,2023-03-14
9327,2320,signup,2023-04-01
9328,5237,purchase,2023-04-12
9329,1910,signup,2023-06-22
9330,5141,visit,2023-03-18
9331,260,purchase,2023-01-18
9332,1600,signup,2023-03-11
9333,6956,add_to_cart,2023-03-17
9334,8869,signup,2023-03-03
9335,8628,purchase,2023-02-01
9336,5314,visit,2023-04-02
9337,242,visit,2023-01-11
9338,8514,add_to_cart,2023-03-21
9339,7198,signup,2023-05-12
9340,3322,add_to_cart,2023-01-14
9341,6548,visit,2023-02-19
9342,9817,add_to_cart,2023-03-13
9343,2761,add_to_cart,2023-06-08
9344,6504,visit,2023-04-08
9345,1886,add_to_cart,2023-05-06
9346,7293,signup,2023-06-19
9347,8579,purchase,2023-06-18
9348,5673,signup,2023-05-13
9349,9047,signup,2023-02-04
9350,2348,visit,2023-01-07
9351,3555,signup,2023-02-24
9352,1892,signup,2023-04-04
9353,8802,visit,2023-04-23
9354,2935,add_to_cart,2023-05-23
9355,6817,signup,2023-02-19
9356,2353,visit,2023-06-19
9357,8843,visit,2023-01-03
9358,3218,purchase,2023-06-05
9359,7809,signup,2023-05-16
9360,9865,add_to_cart,2023-03-20
9361,4463,signup,2023-01-20
9362,3295,visit,2023-04-20
9363,8112,signup,2023-05-27
9364,3432,add_to_cart,2023-02-21
9365,8791,visit,2023-01-05
9366,3707,visit,2023-06-17
9367,417,add_to_cart,2023-06-21
9368,5963,visit,2023-06-15
9369,3013,signup,2023-01-11
9370,6241,signup,2023-06-25
9371,4865,visit,2023-02-19
9372,5574,visit,2023-03-04
9373,7840,add_to_cart,2023-05-14
9374,2915,signup,2023-03-16
9375,1995,signup,2023-03-05
9376,4226,add_to_cart,2023-02-14
9377,2751,visit,2023-05-25
9378,1532,signup,2023-02-17
9379,5529,signup,2023-01-21
9380,7922,visit,2023-05-02
9381,787,visit,2023-04-14
9382,9473,visit,2023-02-13
9383,9736,signup,2023-05-28
9384,6592,signup,2023-05-14
9385,5859,signup,2023-05-18
9386,310,visit,2023-03-31
9387,2868,add_to_cart,2023-02-04
9388,5683,visit,2023-01-18
9389,7382,add_to_cart,2023-02-25
9390,5012,add_to_cart,2023-01-09
9391,1753,add_to_cart,2023-03-01
9392,6158,add_to_cart,2023-06-01
9393,5928,visit,2023-01-21
9394,9047,signup,2023-06-15
9395,9484,visit,2023-03-24
9396,5793,signup,2023-06-04
9397,5386,purchase,2023-06-15
9398,7172,visit,2023-01-31
9399,6275,visit,2023-02-03
9400,9999,visit,2023-02-18
9401,712,visit,2023-06-26
9402,3153,purchase,2023-02-17
9403,9778,signup,2023-01-28
9404,4347,visit,2023-04-22
9405,5013,signup,2023-06-22
9406,9125,visit,2023-04-04
9407,9248,add_to_cart,2023-05-19
9408,7302,signup,2023-03-25
9409,3848,signup,2023-06-04
9410,6194,add_to_cart,2023-03-13
9411,7028,visit,2023-03-20
9412,7015,signup,2023-04-09
9413,1007,visit,2023-05-12
9414,1147,add_to_cart,2023-01-28
9415,4348,visit,2023-03-06
9416,1366,signup,2023-02-04
9417,9283,signup,2023-04-27
9418,2217,signup,2023-05-31
9419,1356,visit,2023-03-03
9420,1346,purchase,2023-01-30
9421,3799,add_to_cart,2023-04-07
9422,3716,add_to_cart,2023-01-22
9423,5379,visit,2023-01-20
9424,4657,visit,2023-06-17
9425,7340,visit,2023-02-02
9426,5693,visit,2023-03-20
9427,3881,signup,2023-06-25
9428,5696,visit,2023-06-06
9429,1507,add_to_cart,2023-05-29
9430,4889,visit,2023-02-07
9431,5384,purchase,2023-02-15
9432,6134,visit,2023-06-19
9433,7270,signup,2023-06-22
9434,58,add_to_cart,2023-01-16
9435,6207,purchase,2023-04-03
9436,3677,signup,2023-06-06
9437,7297,visit,2023-01-07
9438,6477,signup,2023-01-23
9439,589,purchase,2023-06-16
9440,7049,add_to_cart,2023-04-02
9441,8236,signup,2023-06-24
9442,6483,signup,2023-04-29
9443,3705,signup,2023-05-17
9444,1399,signup,2023-04-20
9445,5302,purchase,2023-03-25
9446,1642,add_to_cart,2023-05-28
9447,1744,visit,2023-01-05
9448,8655,signup,2023-04-18
9449,890,visit,2023-02-22
9450,6948,signup,2023-02-06
9451,8933,purchase,2023-01-16
9452,8293,visit,2023-03-30
9453,412,visit,2023-03-01
9454,3910,visit,2023-02-09
9455,726,signup,2023-01-26
9456,7160,add_to_cart,2023-01-19
9457,9620,visit,2023-02-17
9458,6124,visit,2023-03-19
9459,4502,signup,2023-06-12
9460,2309,visit,2023-03-02
9461,1349,add_to_cart,2023-01-05
9462,8281,add_to_cart,2023-01-14
9463,403,visit,2023-04-28
9464,1957,signup,2023-04-25
9465,7840,add_to_cart,2023-02-08
9466,8448,visit,2023-04-09
9467,3741,add_to_cart,2023-01-21
9468,7356,add_to_cart,2023-03-20
9469,1875,visit,2023-06-21
9470,7179,add_to_cart,2023-04-20
9471,5934,signup,2023-06-29
9472,8166,add_to_cart,2023-06-03
9473,3123,add_to_cart,2023-02-09
9474,4027,visit,2023-01-08
9475,1103,visit,2023-02-06
9476,573,add_to_cart,2023-05-04
9477,1471,signup,2023-04-11
9478,5611,visit,2023-01-05
9479,2799,visit,2023-05-03
9480,129,visit,2023-01-09
9481,966,visit,2023-04-17
9482,7275,visit,2023-02-11
9483,1524,signup,2023-03-11
9484,4136,signup,2023-05-09
9485,83,add_to_cart,2023-03-23
9486,8143,visit,2023-01-22
9487,6558,visit,2023-06-12
9488,8763,visit,2023-04-05
9489,3493,visit,2023-02-10
9490,5951,add_to_cart,2023-01-08
9491,6868,signup,2023-01-15
9492,844,visit,2023-01-08
9493,7271,purchase,2023-02-01
9494,799,purchase,2023-05-04
9495,6995,visit,2023-04-28
9496,691,signup,2023-01-13
9497,9581,add_to_cart,2023-03-11
9498,2464,visit,2023-06-10
9499,4197,visit,2023-06-10
9500,2789,add_to_cart,2023-04-29
9501,5648,purchase,2023-01-03
9502,6130,signup,2023-05-19
9503,4911,visit,2023-03-28
9504,6000,visit,2023-01-24
9505,9042,visit,2023-06-27
9506,815,visit,2023-02-15
9507,2714,signup,2023-05-07
9508,1617,signup,2023-05-03
9509,5005,visit,2023-06-09
9510,2645,signup,2023-06-09
9511,5137,visit,2023-06-04
9512,2686,signup,2023-04-13
9513,6795,visit,2023-01-29
9514,4699,add_to_cart,2023-03-31
9515,7677,visit,2023-02-06
9516,7693,purchase,2023-02-21
9517,6055,visit,2023-04-08
9518,4915,visit,2023-02-26
9519,4557,visit,2023-04-27
9520,5116,signup,2023-04-08
9521,8237,signup,2023-02-22
9522,8559,visit,2023-02-28
9523,3078,signup,2023-06-05
9524,8138,visit,2023-02-12
9525,8057,visit,2023-02-25
9526,6141,signup,2023-03-24
9527,953,add_to_cart,2023-02-05
9528,3051,signup,2023-01-05
9529,239,visit,2023-06-24
9530,7754,signup,2023-03-19
9531,6542,visit,2023-06-16
9532,6945,visit,2023-01-15
9533,7467,signup,2023-04-22
9534,9267,signup,2023-01-28
9535,9652,signup,2023-05-05
9536,2601,visit,2023-03-11
9537,3718,purchase,2023-06-25
9538,4270,visit,2023-03-12
9539,2912,signup,2023-02-11
9540,2984,add_to_cart,2023-06-16
9541,305,visit,2023-01-03
9542,176,visit,2023-05-30
9543,5175,signup,2023-04-14
9544,9425,signup,2023-06-02
9545,5825,purchase,2023-04-03
9546,5549,add_to_cart,2023-03-05
9547,4300,visit,2023-04-02
9548,9670,signup,2023-03-19
9549,9245,add_to_cart,2023-06-07
9550,3553,signup,2023-04-16
9551,2973,visit,2023-06-19
9552,6695,signup,2023-05-13
9553,1517,visit,2023-06-18
9554,5344,signup,2023-02-20
9555,9321,add_to_cart,2023-05-11
9556,3281,signup,2023-06-17
9557,3555,signup,2023-02-26
9558,8041,visit,2023-06-10
9559,7954,purchase,2023-05-01
9560,9997,visit,2023-04-12
9561,3123,signup,2023-04-16
9562,707,visit,2023-01-23
9563,8537,add_to_cart,2023-03-18
9564,863,signup,2023-06-23
9565,1789,visit,2023-02-03
9566,3227,add_to_cart,2023-01-27
9567,724,signup,2023-03-28
9568,3589,visit,2023-05-15
9569,9849,purchase,2023-02-18
9570,1284,signup,2023-03-01
9571,514,purchase,2023-04-08
9572,2159,signup,2023-02-06
9573,1373,signup,2023-02-11
9574,785,visit,2023-05-21
9575,7343,visit,2023-06-15
9576,1298,signup,2023-05-23
9577,4311,add_to_cart,2023-01-11
9578,7010,visit,2023-04-17
9579,7873,signup,2023-05-25
9580,8904,add_to_cart,2023-05-07
9581,3408,purchase,2023-04-14
9582,1506,visit,2023-04-05
9583,8732,visit,2023-02-11
9584,9497,visit,2023-05-01
9585,9527,add_to_cart,2023-06-18
9586,4033,purchase,2023-01-21
