transaction_id,user_id,amount,transaction_date,payment_method
2279,2281,6813,2023-06-01,Credit Card
2280,9836,7391,2023-01-31,Net Banking
2281,4375,2924,2023-04-16,UPI
2282,5608,9906,2023-05-16,Net Banking
2283,1030,6827,2023-06-07,UPI
2284,2891,6032,2023-02-22,Credit Card
2285,4493,4345,2023-04-18,Credit Card
2286,1676,5441,2023-04-16,Net Banking
2287,880,8340,2023-05-08,UPI
2288,3798,6373,2023-06-26,Net Banking
2289,9571,8644,2023-04-28,Net Banking
2290,5200,6786,2023-05-09,Debit Card
2291,317,7946,2023-02-03,Debit Card
2292,4454,9085,2023-06-04,Credit Card
2293,1656,2600,2023-05-22,Net Banking
2294,9149,4705,2023-02-06,Debit Card
2295,9013,9706,2023-05-28,UPI
2296,6710,6674,2023-05-08,Net Banking
2297,7798,2926,2023-04-24,Debit Card
2298,4817,9726,2023-06-03,Debit Card
2299,5105,2018,2023-04-29,Net Banking
2300,879,4733,2023-02-16,Debit Card
2301,1737,4844,2023-03-25,Net Banking
2302,2741,1722,2023-06-03,Net Banking
2303,7920,1229,2023-05-01,Credit Card
2304,5766,253,2023-03-26,Debit Card
2305,690,2610,2023-04-22,Net Banking
2306,9632,7445,2023-06-27,UPI
2307,4601,9535,2023-02-17,Net Banking
2308,5774,8192,2023-03-09,Credit Card
2309,9670,4236,2023-06-24,Credit Card
2310,9608,4778,2023-06-28,Net Banking
2311,9166,8220,2023-04-10,UPI
2312,9118,3813,2023-03-12,Net Banking
2313,7501,7156,2023-05-30,UPI
2314,7264,1617,2023-05-03,Net Banking
2315,4429,3702,2023-05-02,UPI
2316,356,3795,2023-01-15,Credit Card
2317,4820,9299,2023-01-01,Debit Card
2318,9024,8235,2023-01-03,Debit Card
2319,3726,8873,2023-01-30,Net Banking
2320,1694,9548,2023-02-26,Credit Card
2321,9565,1228,2023-01-25,Credit Card
2322,1813,977,2023-05-24,UPI
2323,9752,2317,2023-02-01,UPI
2324,7910,8215,2023-04-17,Credit Card
2325,4544,1740,2023-02-25,Debit Card
2326,2906,7567,2023-01-14,UPI
2327,1030,4966,2023-02-18,Net Banking
2328,4448,5071,2023-04-26,Credit Card
2329,9932,1890,2023-01-26,Debit Card
2330,1651,2120,2023-03-02,Debit Card
2331,8676,623,2023-05-01,Credit Card
2332,4137,1792,2023-03-18,Debit Card
2333,6124,924,2023-04-02,Net Banking
2334,5417,6829,2023-05-09,Debit Card
2335,3423,4671,2023-01-22,Debit Card
2336,5040,3134,2023-03-07,Net Banking
2337,3277,7364,2023-03-13,Credit Card
2338,2673,7235,2023-04-21,Net Banking
2339,9644,4876,2023-04-11,Credit Card
2340,8583,8923,2023-03-27,Net Banking
2341,9744,2461,2023-06-12,Net Banking
2342,848,6309,2023-05-05,Net Banking
2343,5861,7654,2023-03-20,UPI
2344,511,5973,2023-06-26,Debit Card
2345,2551,5945,2023-06-12,Net Banking
2346,7,377,2023-06-26,UPI
2347,233,5564,2023-04-29,Debit Card
2348,8253,8708,2023-03-27,Net Banking
2349,924,8130,2023-06-01,Debit Card
2350,8626,852,2023-04-30,Debit Card
2351,6997,9435,2023-01-02,Net Banking
2352,2854,831,2023-06-22,UPI
2353,5045,9892,2023-04-12,Net Banking
2354,626,9049,2023-05-26,UPI
2355,9104,9234,2023-02-19,UPI
2356,3450,6242,2023-01-27,UPI
2357,2164,8253,2023-02-14,Debit Card
2358,1158,1153,2023-05-11,Credit Card
2359,3491,3364,2023-06-02,UPI
2360,466,5868,2023-06-25,UPI
2361,7206,4125,2023-06-07,UPI
2362,5560,3920,2023-04-14,Debit Card
2363,2388,9035,2023-01-27,UPI
2364,1818,6315,2023-01-01,Debit Card
2365,5817,9664,2023-01-14,UPI
2366,3664,4846,2023-03-16,Debit Card
2367,4448,6665,2023-01-26,Credit Card
2368,9320,7621,2023-01-17,Debit Card
2369,601,1646,2023-01-30,Credit Card
2370,6778,6465,2023-01-14,Net Banking
2371,7963,1267,2023-05-13,Net Banking
2372,9015,7361,2023-01-09,UPI
2373,9185,5439,2023-06-17,UPI
2374,6415,6528,2023-05-21,Net Banking
2375,699,2837,2023-01-03,UPI
2376,4092,7089,2023-01-14,Credit Card
2377,2943,5971,2023-04-10,UPI
2378,3194,4457,2023-04-27,UPI
2379,6803,2157,2023-03-22,Debit Card
2380,6451,1007,2023-05-10,Debit Card
2381,193,3190,2023-04-17,Debit Card
2382,8682,7481,2023-06-18,Credit Card
2383,1744,7065,2023-01-23,Debit Card
2384,9138,8932,2023-06-15,Net Banking
2385,450,9028,2023-01-09,Credit Card
2386,5732,6419,2023-02-22,UPI
2387,9587,2695,2023-01-03,UPI
2388,7648,6070,2023-03-26,Debit Card
2389,7916,3483,2023-05-02,Net Banking
2390,7460,3440,2023-04-27,UPI
2391,9443,9450,2023-04-22,Debit Card
2392,7078,5482,2023-02-20,Net Banking
2393,1961,952,2023-03-20,UPI
2394,2409,8599,2023-04-28,Credit Card
2395,9854,5302,2023-03-25,Credit Card
2396,3584,7761,2023-04-01,Debit Card
2397,9619,6079,2023-03-30,UPI
2398,3340,1589,2023-05-23,UPI
2399,5867,1919,2023-06-25,Debit Card
2400,5990,5690,2023-02-24,Net Banking
2401,5599,6505,2023-06-22,Debit Card
2402,1342,3745,2023-01-21,Net Banking
2403,4164,506,2023-03-13,Debit Card
2404,4159,7658,2023-02-22,Net Banking
2405,998,5318,2023-03-29,Net Banking
2406,8705,1753,2023-02-03,Credit Card
2407,2450,895,2023-02-20,UPI
2408,2912,2562,2023-05-29,Net Banking
2409,1962,1093,2023-03-19,Credit Card
2410,6172,666,2023-01-16,Debit Card
2411,6791,492,2023-04-25,Credit Card
2412,7364,4209,2023-05-25,UPI
2413,2499,4561,2023-04-02,Net Banking
2414,5844,9467,2023-03-12,Credit Card
2415,2965,3694,2023-01-03,Credit Card
2416,5313,903,2023-06-08,Debit Card
2417,2009,1940,2023-06-05,Debit Card
2418,5351,4359,2023-05-08,UPI
2419,4504,5311,2023-03-23,Net Banking
2420,2163,8142,2023-03-28,Credit Card
2421,314,8938,2023-03-26,UPI
2422,9813,7423,2023-04-02,Debit Card
2423,593,137,2023-03-21,Net Banking
2424,2522,9871,2023-05-19,UPI
2425,4217,8567,2023-05-04,Debit Card
2426,3643,7874,2023-06-06,Net Banking
2427,5197,4217,2023-01-18,Net Banking
2428,41,8660,2023-05-31,UPI
2429,185,5745,2023-01-06,Net Banking
2430,5722,5922,2023-06-24,UPI
2431,9134,7648,2023-05-31,Credit Card
2432,9232,7374,2023-04-09,Debit Card
2433,5874,9732,2023-03-15,Credit Card
2434,919,8836,2023-02-11,Net Banking
2435,5896,471,2023-06-29,UPI
2436,8948,4879,2023-05-18,UPI
2437,8211,6977,2023-04-19,Net Banking
2438,6358,4798,2023-05-30,Debit Card
2439,7593,9361,2023-06-17,Debit Card
2440,7786,2737,2023-04-02,Debit Card
2441,6731,3819,2023-05-22,Net Banking
2442,1073,7315,2023-06-29,Debit Card
2443,5308,3398,2023-05-09,UPI
2444,7458,2262,2023-05-15,UPI
2445,9222,5126,2023-02-24,Debit Card
2446,1637,7813,2023-04-27,Net Banking
2447,477,8008,2023-05-06,UPI
2448,4568,5274,2023-04-03,Credit Card
2449,9385,9346,2023-01-20,Credit Card
2450,2003,4477,2023-02-21,Credit Card
2451,8880,9904,2023-05-08,UPI
2452,2151,252,2023-01-04,Debit Card
2453,9788,5032,2023-03-04,Credit Card
2454,9056,9001,2023-01-15,UPI
2455,2158,1600,2023-03-21,Net Banking
2456,709,1372,2023-02-20,Debit Card
2457,1607,8523,2023-05-09,Credit Card
2458,6985,4722,2023-06-29,Debit Card
2459,9513,8897,2023-04-17,Credit Card
2460,9823,3096,2023-01-25,Net Banking
2461,6235,5087,2023-01-04,UPI
2462,6772,1776,2023-03-18,Net Banking
2463,1412,8031,2023-04-18,Net Banking
2464,6126,2617,2023-03-30,Net Banking
2465,4344,9948,2023-05-07,Credit Card
2466,6850,2767,2023-04-10,Credit Card
2467,2874,2479,2023-05-09,Net Banking
2468,6414,6998,2023-04-28,Debit Card
2469,6186,5663,2023-02-09,Debit Card
2470,6825,5006,2023-02-14,Net Banking
2471,3602,110,2023-05-18,UPI
2472,7041,5878,2023-02-26,Debit Card
2473,2682,2612,2023-06-25,UPI
2474,5779,6889,2023-06-04,Net Banking
2475,12,858,2023-01-03,Credit Card
2476,6426,1643,2023-02-06,Credit Card
2477,4613,6312,2023-05-11,Credit Card
2478,2513,4341,2023-02-14,Net Banking
2479,1660,2059,2023-06-12,Debit Card
2480,7304,4352,2023-01-09,Net Banking
2481,8331,6823,2023-02-26,Debit Card
2482,3415,7587,2023-02-14,Debit Card
2483,2045,2424,2023-03-09,Credit Card
2484,1016,4268,2023-06-05,Credit Card
2485,3790,3293,2023-04-16,Net Banking
2486,5900,7110,2023-06-04,Debit Card
2487,5676,5429,2023-06-14,Debit Card
2488,9571,4408,2023-05-15,Net Banking
2489,5419,3624,2023-03-24,Net Banking
2490,7065,4385,2023-01-14,Debit Card
2491,4285,8137,2023-03-22,Debit Card
2492,4035,103,2023-01-24,Net Banking
2493,9775,2361,2023-02-01,Credit Card
2494,8183,2070,2023-06-29,Credit Card
2495,1557,9903,2023-01-19,Debit Card
2496,6515,3838,2023-05-08,Net Banking
2497,5713,715,2023-03-05,Debit Card
2498,2010,8102,2023-05-15,Credit Card
2499,2116,4170,2023-04-23,Debit Card
2500,3791,9770,2023-06-19,Net Banking
2501,3191,719,2023-04-03,UPI
2502,7656,1849,2023-01-15,Debit Card
2503,4377,7697,2023-06-25,Credit Card
2504,776,7749,2023-01-10,Credit Card
2505,3783,4854,2023-04-09,UPI
2506,6172,7129,2023-01-26,Credit Card
2507,6973,366,2023-01-07,Debit Card
2508,7269,5773,2023-06-22,UPI
2509,6603,1970,2023-02-09,Debit Card
2510,2930,6600,2023-06-18,UPI
2511,5410,1970,2023-02-21,Credit Card
2512,1567,7051,2023-01-23,Debit Card
2513,8334,7947,2023-05-25,Credit Card
2514,974,7571,2023-06-04,Credit Card
2515,1077,658,2023-02-09,Net Banking
2516,6774,2782,2023-04-22,Credit Card
2517,5289,3257,2023-03-03,Net Banking
2518,2449,9758,2023-03-28,Debit Card
2519,1582,7899,2023-05-26,Debit Card
2520,8981,2278,2023-06-09,UPI
2521,9068,8008,2023-03-06,UPI
2522,5258,3395,2023-06-13,UPI
2523,2004,1942,2023-02-11,Net Banking
2524,6738,1749,2023-04-18,Debit Card
2525,2204,2104,2023-06-26,Net Banking
2526,6790,8882,2023-03-18,Net Banking
2527,2664,6074,2023-06-03,Debit Card
2528,6842,4144,2023-05-13,UPI
2529,6245,4775,2023-02-10,Net Banking
2530,2361,9336,2023-06-16,Net Banking
2531,4576,4083,2023-06-19,Credit Card
2532,8317,7566,2023-02-22,Credit Card
2533,3966,8527,2023-06-26,UPI
2534,2908,151,2023-03-20,UPI
2535,7955,1007,2023-04-08,Credit Card
2536,9741,2289,2023-05-30,Net Banking
2537,2683,4320,2023-01-11,Net Banking
2538,3756,5607,2023-01-27,Debit Card
2539,5888,8804,2023-06-20,UPI
2540,4598,2905,2023-03-21,Credit Card
2541,7481,2964,2023-02-02,Credit Card
2542,6401,7853,2023-05-01,Debit Card
2543,1173,8970,2023-03-01,Debit Card
2544,1777,9117,2023-03-16,Debit Card
2545,2120,280,2023-03-28,UPI
2546,5991,5730,2023-04-19,UPI
2547,5674,5381,2023-04-05,Credit Card
2548,7783,3312,2023-04-06,Debit Card
2549,7628,8656,2023-05-16,Debit Card
2550,2214,773,2023-05-22,Net Banking
2551,4397,8056,2023-02-28,Credit Card
2552,7189,674,2023-02-11,Credit Card
2553,1819,4101,2023-01-07,Debit Card
2554,1901,5688,2023-06-17,Credit Card
2555,6744,6040,2023-03-30,Net Banking
2556,3699,9644,2023-05-25,Net Banking
2557,8041,1472,2023-03-06,Credit Card
2558,1684,3617,2023-05-29,Debit Card
2559,5729,4318,2023-03-17,Net Banking
2560,2591,3674,2023-04-20,UPI
2561,3532,1179,2023-04-26,Net Banking
2562,8160,6621,2023-06-17,Credit Card
2563,753,3408,2023-06-26,Debit Card
2564,3658,1391,2023-03-12,Net Banking
2565,9664,2665,2023-02-16,Debit Card
2566,6301,5285,2023-06-20,Credit Card
2567,3196,9242,2023-03-20,UPI
2568,6820,2266,2023-02-25,UPI
2569,5249,2973,2023-02-28,Debit Card
2570,2142,2579,2023-03-24,UPI
2571,7064,6541,2023-02-09,Debit Card
2572,6857,2226,2023-03-22,Net Banking
2573,8704,708,2023-04-18,Net Banking
2574,3222,7277,2023-06-09,UPI
2575,7115,9517,2023-04-16,Net Banking
2576,2555,1025,2023-01-23,Net Banking
2577,821,9665,2023-05-12,Credit Card
2578,488,7698,2023-01-01,Net Banking
2579,4385,879,2023-04-03,Credit Card
2580,2507,3001,2023-05-12,Debit Card
2581,6167,8365,2023-01-27,Debit Card
2582,3641,6950,2023-06-24,UPI
2583,2873,2758,2023-04-15,UPI
2584,3191,8906,2023-06-25,Credit Card
2585,2997,7141,2023-03-18,Net Banking
2586,3435,4885,2023-05-07,Credit Card
2587,2873,1087,2023-06-14,UPI
2588,888,9639,2023-05-14,Credit Card
2589,5760,6706,2023-05-18,UPI
2590,85,1909,2023-03-28,Net Banking
2591,2347,2676,2023-05-05,Credit Card
2592,8248,8331,2023-02-25,UPI
2593,2751,9065,2023-05-05,Net Banking
2594,7531,5924,2023-03-02,Debit Card
2595,7244,4084,2023-03-20,Net Banking
2596,4743,9869,2023-03-22,Debit Card
2597,439,9426,2023-06-06,Debit Card
2598,2260,7249,2023-06-16,UPI
2599,5789,1841,2023-06-10,UPI
2600,6990,1746,2023-05-04,Net Banking
2601,9012,9275,2023-06-20,Debit Card
2602,2976,6020,2023-02-28,Net Banking
2603,2450,9145,2023-01-13,Credit Card
2604,1573,7103,2023-01-06,Net Banking
2605,4292,9836,2023-05-24,Credit Card
2606,5336,6163,2023-03-09,Credit Card
2607,8696,4036,2023-06-02,Net Banking
2608,630,8526,2023-02-02,Net Banking
2609,5787,8013,2023-04-18,Debit Card
2610,7194,8608,2023-05-17,Net Banking
2611,8175,482,2023-04-23,Credit Card
2612,6473,8919,2023-04-12,Net Banking
2613,4085,269,2023-04-20,Net Banking
2614,1720,6243,2023-04-26,Debit Card
2615,7768,8995,2023-02-26,Net Banking
2616,1570,4321,2023-01-28,Net Banking
2617,5591,3010,2023-06-15,Net Banking
2618,822,7026,2023-02-01,Debit Card
2619,608,8563,2023-03-28,UPI
2620,7629,3922,2023-06-19,Debit Card
2621,8238,1239,2023-02-22,Net Banking
2622,78,231,2023-04-25,Net Banking
2623,9491,4198,2023-03-28,Net Banking
2624,2717,889,2023-06-27,Debit Card
2625,128,2376,2023-03-09,Net Banking
2626,9686,8194,2023-01-06,UPI
2627,3418,782,2023-04-23,Net Banking
2628,5643,8042,2023-04-15,Net Banking
2629,7262,2257,2023-05-13,Credit Card
2630,4471,2443,2023-06-14,Net Banking
2631,6945,6106,2023-04-15,UPI
2632,3667,4114,2023-02-18,Credit Card
2633,8731,756,2023-03-26,Net Banking
2634,6538,5382,2023-05-23,Net Banking
2635,5339,547,2023-02-27,Net Banking
2636,5279,1898,2023-04-07,UPI
2637,1376,8526,2023-03-04,Debit Card
2638,2064,2205,2023-04-19,UPI
2639,5292,8258,2023-04-06,Credit Card
2640,8258,2003,2023-05-23,Credit Card
2641,2529,4316,2023-02-24,Debit Card
2642,2428,2658,2023-03-23,Debit Card
2643,5034,4080,2023-04-14,Credit Card
2644,5131,2354,2023-03-02,UPI
2645,2267,3068,2023-06-27,Debit Card
2646,4669,8732,2023-04-13,Debit Card
2647,1844,6088,2023-03-05,Credit Card
2648,1252,1949,2023-05-26,Credit Card
2649,8657,6273,2023-01-27,Debit Card
2650,7594,9347,2023-05-28,Debit Card
2651,9007,4425,2023-01-27,Debit Card
2652,1108,4307,2023-01-01,UPI
2653,4225,6482,2023-05-02,Credit Card
2654,1298,8210,2023-01-14,Credit Card
2655,154,4819,2023-05-17,Credit Card
2656,9506,2587,2023-06-26,Credit Card
2657,3921,1556,2023-01-28,Net Banking
2658,5509,9028,2023-06-04,Credit Card
2659,5515,6127,2023-04-19,Debit Card
2660,6829,5304,2023-03-22,Credit Card
2661,8639,9277,2023-04-18,Debit Card
2662,6271,8312,2023-03-20,Credit Card
2663,9616,1062,2023-05-05,Debit Card
2664,8783,3148,2023-02-08,Net Banking
2665,8139,2108,2023-04-24,Net Banking
2666,5857,430,2023-05-12,Net Banking
2667,3716,8606,2023-04-06,UPI
2668,7219,5957,2023-05-24,Debit Card
2669,5428,9354,2023-03-25,UPI
2670,9459,6145,2023-04-06,Credit Card
2671,154,5518,2023-01-09,Debit Card
2672,6606,844,2023-05-24,Credit Card
2673,98,1727,2023-01-30,Net Banking
2674,4215,8033,2023-04-28,Debit Card
2675,8945,1194,2023-05-25,Net Banking
2676,9570,2390,2023-04-25,UPI
2677,4374,8488,2023-05-16,Credit Card
2678,7970,1643,2023-06-07,Debit Card
2679,2919,7044,2023-06-19,Credit Card
2680,9391,5966,2023-03-21,Debit Card
2681,2206,9407,2023-01-07,Debit Card
2682,8888,3386,2023-01-07,Debit Card
2683,5394,2482,2023-01-12,Debit Card
2684,4310,6030,2023-01-16,Debit Card
2685,1090,3907,2023-05-17,Debit Card
2686,6034,8438,2023-01-03,UPI
2687,7660,382,2023-02-05,Debit Card
2688,657,315,2023-01-12,Debit Card
2689,973,369,2023-06-18,UPI
2690,6400,3243,2023-01-14,Net Banking
2691,4970,1097,2023-05-31,UPI
2692,6525,9020,2023-02-02,Net Banking
2693,5837,1214,2023-01-01,UPI
2694,981,8607,2023-04-12,Net Banking
2695,3165,2378,2023-05-26,Debit Card
2696,6548,2132,2023-02-28,Debit Card
2697,3778,3543,2023-05-09,UPI
2698,9454,9098,2023-02-16,UPI
2699,1033,9717,2023-02-10,Credit Card
2700,3555,7949,2023-03-17,UPI
2701,361,4475,2023-05-02,Credit Card
2702,8016,9207,2023-06-26,Credit Card
2703,2742,4557,2023-01-08,Credit Card
2704,5876,2612,2023-01-30,UPI
2705,6206,4516,2023-06-16,Credit Card
2706,1382,1188,2023-01-23,Net Banking
2707,9269,4432,2023-06-08,UPI
2708,888,5859,2023-03-20,Debit Card
2709,2144,8041,2023-02-11,UPI
2710,6772,9278,2023-03-27,Debit Card
2711,7275,1468,2023-01-18,UPI
2712,304,9227,2023-04-30,Debit Card
2713,3756,641,2023-03-15,Debit Card
2714,7219,8115,2023-03-02,Debit Card
2715,8878,2849,2023-01-17,Debit Card
2716,8302,8933,2023-01-19,Debit Card
2717,1117,5721,2023-01-22,UPI
2718,8956,7293,2023-01-09,Credit Card
2719,1300,3522,2023-03-25,UPI
2720,123,5931,2023-02-06,Debit Card
2721,464,3433,2023-02-16,Net Banking
2722,9438,7032,2023-05-03,Credit Card
2723,684,1350,2023-01-17,Debit Card
2724,1624,801,2023-04-21,Debit Card
2725,1569,5682,2023-06-07,Net Banking
2726,6362,8921,2023-04-25,Debit Card
2727,6071,7513,2023-06-29,Debit Card
2728,2459,5290,2023-03-24,UPI
2729,6757,3718,2023-02-16,UPI
2730,1389,8669,2023-05-14,Net Banking
2731,7221,232,2023-02-12,Debit Card
2732,4486,1692,2023-02-20,Debit Card
2733,9963,3052,2023-05-04,Credit Card
2734,4224,3972,2023-01-28,Debit Card
2735,9706,8810,2023-06-17,Credit Card
2736,3858,1845,2023-02-24,Credit Card
2737,6954,8715,2023-06-23,Credit Card
2738,4315,8977,2023-03-02,UPI
2739,3578,166,2023-05-12,UPI
2740,6068,7579,2023-06-11,UPI
2741,4491,4056,2023-03-17,Debit Card
2742,5802,3696,2023-03-31,Debit Card
2743,1769,4140,2023-05-02,Debit Card
2744,7351,8009,2023-01-30,Debit Card
2745,437,9282,2023-03-15,Credit Card
2746,1056,2081,2023-05-16,Net Banking
2747,4343,4943,2023-04-22,Debit Card
2748,4698,8953,2023-02-02,Debit Card
2749,4415,9381,2023-01-27,Debit Card
2750,3590,8670,2023-05-18,UPI
2751,4809,8604,2023-04-10,Credit Card
2752,404,8756,2023-05-10,Net Banking
2753,5182,7214,2023-02-27,Credit Card
2754,8426,9879,2023-05-21,UPI
2755,6988,6713,2023-04-24,UPI
2756,1353,5432,2023-02-04,Debit Card
2757,1068,1769,2023-01-05,UPI
2758,1681,9080,2023-04-13,Credit Card
2759,703,5342,2023-03-08,UPI
2760,6829,4716,2023-06-17,UPI
2761,5356,576,2023-05-03,Credit Card
2762,7959,5343,2023-05-14,Net Banking
2763,9377,7410,2023-04-29,UPI
2764,6117,4123,2023-02-03,Debit Card
2765,8035,1961,2023-01-08,Debit Card
2766,4493,586,2023-03-15,Debit Card
2767,412,8449,2023-03-29,Credit Card
2768,3253,3679,2023-06-15,Debit Card
2769,7591,9686,2023-02-01,Credit Card
2770,2849,3558,2023-03-15,Debit Card
2771,9217,1239,2023-04-22,Net Banking
2772,7928,9952,2023-04-02,Credit Card
2773,655,5141,2023-01-01,Credit Card
2774,4251,5264,2023-01-18,Credit Card
2775,4417,6119,2023-02-13,UPI
2776,6175,1922,2023-06-22,Debit Card
2777,8826,8070,2023-05-02,Net Banking
2778,9206,6967,2023-03-06,Credit Card
2779,3103,1276,2023-03-29,Net Banking
2780,6058,7942,2023-03-11,UPI
2781,4052,9258,2023-04-02,Net Banking
2782,6177,7250,2023-03-09,Credit Card
2783,1538,5814,2023-06-06,UPI
2784,1920,1834,2023-05-25,UPI
2785,7103,7279,2023-02-04,Debit Card
2786,8151,7445,2023-05-05,Credit Card
2787,6087,4642,2023-01-18,Debit Card
2788,6432,4835,2023-05-16,Credit Card
2789,5496,9283,2023-02-27,Net Banking
2790,4806,1254,2023-02-27,UPI
2791,3302,1716,2023-01-15,Net Banking
2792,6944,2619,2023-01-12,Net Banking
2793,3160,8507,2023-02-05,Net Banking
2794,9912,4874,2023-05-31,Credit Card
2795,2954,7505,2023-04-15,Credit Card
2796,9038,9932,2023-01-08,Debit Card
2797,2167,9571,2023-04-10,Credit Card
2798,729,6727,2023-05-27,Credit Card
2799,189,5097,2023-05-22,UPI
2800,3,9594,2023-06-12,UPI
2801,4282,9861,2023-04-09,UPI
2802,9382,7933,2023-05-28,Net Banking
2803,8402,9996,2023-02-03,Debit Card
2804,1722,199,2023-06-21,Credit Card
2805,6683,6890,2023-03-31,Net Banking
2806,4419,2538,2023-02-15,UPI
2807,5869,3016,2023-04-26,Net Banking
2808,1739,3648,2023-02-05,Debit Card
2809,8303,1568,2023-02-01,UPI
2810,8097,7757,2023-06-24,UPI
2811,9532,8952,2023-04-03,UPI
2812,2374,4436,2023-06-25,Debit Card
2813,9826,6993,2023-02-21,UPI
2814,7402,9167,2023-05-16,Credit Card
2815,8385,1041,2023-04-29,Credit Card
2816,3182,1177,2023-04-04,Net Banking
2817,2991,7847,2023-01-20,Net Banking
2818,3791,1570,2023-06-14,UPI
2819,2867,4934,2023-05-18,Credit Card
2820,5974,7082,2023-05-06,Debit Card
2821,4163,5586,2023-03-26,Credit Card
2822,4494,6149,2023-04-06,Debit Card
2823,7515,3314,2023-06-23,Net Banking
2824,3040,9090,2023-06-10,Net Banking
2825,1166,3018,2023-04-23,Net Banking
2826,2296,498,2023-03-12,Net Banking
2827,7048,3668,2023-06-04,Credit Card
2828,9249,5668,2023-01-31,UPI
2829,4301,1218,2023-03-02,Net Banking
2830,1402,1388,2023-01-05,Credit Card
2831,8897,5042,2023-01-12,UPI
2832,8057,7878,2023-06-14,Debit Card
2833,5657,7405,2023-05-02,UPI
2834,5440,6642,2023-02-14,Debit Card
2835,3380,7990,2023-05-30,Credit Card
2836,2966,2494,2023-02-05,Credit Card
2837,4682,6377,2023-05-23,Credit Card
2838,4770,2148,2023-04-30,UPI
2839,476,7910,2023-01-04,Debit Card
2840,3658,3976,2023-03-05,UPI
2841,9954,3664,2023-06-06,UPI
2842,9084,8375,2023-06-06,Net Banking
2843,406,4159,2023-05-05,Debit Card
2844,1174,788,2023-06-12,UPI
2845,3935,4036,2023-03-14,Net Banking
2846,4361,512,2023-06-12,Credit Card
2847,1283,1643,2023-06-01,Net Banking
2848,6704,9763,2023-04-22,Credit Card
2849,8800,8717,2023-06-16,Debit Card
2850,8475,1264,2023-05-11,Credit Card
2851,1089,3271,2023-05-12,UPI
2852,1959,7365,2023-02-09,Credit Card
2853,3596,5973,2023-05-21,Debit Card
2854,8055,8813,2023-02-14,Debit Card
2855,3830,3210,2023-06-18,Credit Card
2856,8602,5338,2023-03-28,Net Banking
2857,1684,9359,2023-01-07,Credit Card
2858,9857,2175,2023-04-18,Debit Card
2859,2101,9056,2023-05-12,UPI
2860,5257,5309,2023-02-14,Credit Card
2861,9241,9504,2023-01-29,Debit Card
2862,8460,5198,2023-02-08,Debit Card
2863,1407,7893,2023-02-20,Debit Card
2864,9464,2438,2023-06-27,UPI
2865,7812,5582,2023-04-14,Net Banking
2866,3718,4982,2023-01-26,Net Banking
2867,6719,5108,2023-04-11,Net Banking
2868,1521,5848,2023-01-14,Net Banking
2869,4957,4401,2023-03-27,Debit Card
2870,8415,1027,2023-05-17,Credit Card
2871,7081,500,2023-03-27,Credit Card
2872,5515,4154,2023-01-17,Debit Card
2873,6807,4573,2023-05-23,Debit Card
2874,2990,3281,2023-05-09,Debit Card
2875,3986,2280,2023-04-13,Debit Card
2876,545,5476,2023-05-10,Credit Card
2877,4642,7401,2023-01-11,Credit Card
2878,7098,5690,2023-01-21,Debit Card
2879,6123,6260,2023-03-16,Credit Card
2880,4333,7882,2023-06-20,Credit Card
2881,9256,743,2023-02-21,Net Banking
2882,8156,6256,2023-02-20,UPI
2883,3760,3701,2023-05-17,UPI
2884,6163,2598,2023-02-04,UPI
2885,7848,6996,2023-01-15,Debit Card
2886,8107,559,2023-06-23,UPI
2887,3563,1218,2023-05-04,Credit Card
2888,6289,9746,2023-03-23,Debit Card
2889,6909,3192,2023-03-21,Debit Card
2890,6884,9439,2023-04-29,UPI
2891,8085,4667,2023-02-04,Net Banking
2892,4455,553,2023-01-25,Net Banking
2893,6716,3825,2023-05-30,Net Banking
2894,584,7160,2023-06-27,Net Banking
2895,8088,6636,2023-03-27,Net Banking
2896,8377,9260,2023-02-06,Net Banking
2897,7062,3225,2023-05-08,Credit Card
2898,6747,8433,2023-01-05,Credit Card
2899,7401,2848,2023-04-28,Debit Card
2900,2893,5420,2023-01-18,UPI
2901,3943,5158,2023-02-06,Debit Card
2902,5867,4821,2023-02-26,Debit Card
2903,1672,5120,2023-06-19,Credit Card
2904,4473,923,2023-01-05,Debit Card
2905,6629,4031,2023-02-20,Debit Card
2906,5040,7988,2023-01-31,UPI
2907,415,7247,2023-04-20,Debit Card
2908,8163,8981,2023-05-08,UPI
2909,8550,8402,2023-06-03,UPI
2910,3901,3357,2023-04-18,Credit Card
2911,555,3219,2023-06-22,Net Banking
2912,3593,932,2023-01-23,Net Banking
2913,229,6212,2023-03-25,Net Banking
2914,2535,6438,2023-06-23,Debit Card
2915,5038,8417,2023-02-22,Debit Card
2916,7886,6107,2023-02-15,UPI
2917,281,5263,2023-06-08,Net Banking
2918,2497,4095,2023-04-05,UPI
2919,5679,1456,2023-01-13,Credit Card
2920,1603,5865,2023-02-28,Credit Card
2921,2443,2230,2023-03-19,Net Banking
2922,5179,1735,2023-03-24,UPI
2923,9957,3402,2023-05-05,Debit Card
2924,9081,1475,2023-01-01,Credit Card
2925,7091,6487,2023-02-01,Net Banking
2926,7765,9657,2023-03-26,Debit Card
2927,4189,2303,2023-04-08,Debit Card
2928,179,702,2023-06-25,UPI
2929,5338,2615,2023-03-29,UPI
2930,731,7031,2023-01-18,UPI
2931,5681,6846,2023-05-18,Debit Card
2932,4033,5770,2023-03-10,Credit Card
